,publication_number,patent_title,appl_type,negative_text
134,US10168934B2,Method and device for monitoring data integrity in shared memory environment,utility,"['<p id=""p-0004"" num=""0003"">The present invention has been made in view of the above problems. Accordingly, an aspect of the present invention is to provide an apparatus that can monitor attacks from malicious programs, detect a violation of data integrity, and perform a corresponding response action in a SoC environment, and a control method therefor.</p>', '<p id=""p-0005"" num=""0004"">Another aspect of the present invention is to provide a monitoring apparatus that shares a memory with the host system to monitor data integrity in a SoC environment in such a manner as to reduce the system area and power consumption, and a control method therefor.</p>']"
135,US10168945B2,Storage apparatus and storage system,utility,"['<p id=""p-0009"" num=""0008"">Consumer HDDs are more inexpensive than enterprise HDDs (for example, about 1/10), but are more apt to fail. HDDs are more apt to fail as the frequency of access (read/write) becomes larger. For example, when the frequency of access is large, a magnetic head in an HDD moves frequently, and hence the probability of contact between the magnetic head and the disk is increased, which leads to increase in the failure rate.</p>', '<p id=""p-0010"" num=""0009"">More specifically, in a random access in which the data size is small and a data write position on the disk is unspecified, the magnetic head moves everywhere on the disk every time an access is made. In a sequential access, on the other hand, an access is made to a continuous area on the rotating disk, and hence the movement of the magnetic head is smaller than that in the random access. Thus, it is considered that the failure rate is higher in the random access than in the sequential access.</p>', '<p id=""p-0011"" num=""0010"">As the failure rate of HDDs becomes higher, the frequency of maintenance and replacement of the storage apparatus is increased, whereby the cost of a system including consumer storage is increased. Therefore, the frequency of access to an HDD in consumer storage needs to be decreased, but there is a problem in that enterprise storage cannot directly access an HDD in consumer storage. It is therefore an object of this invention to reduce the frequency of access from consumer storage to an HDD in the consumer storage by controlling enterprise storage to transmit data of a predetermined size or more collectively to the consumer storage.</p>']"
136,US10168980B2,Information processing system and information processing method,utility,"['<p id=""p-0006"" num=""0005"">In other words, with this technology, each user\'s information processing device only displays information provided by the server. Consequently, if each information processing device is executing an image display application independently, this technology is unable to synchronize these image display applications.</p>', '<p id=""p-0007"" num=""0006"">For this reason, there is demand for a technology that synchronizes image display applications executed independently by each information processing device.</p>']"
137,US10169255B2,"Information-sharing device, method, and terminal device for sharing application information",utility,"['<p id=""p-0005"" num=""0004"">However, in the technique described in Patent Literature 1, for example, a display of an operation of selecting an application on the mobile terminal device is not linked with that on the in-vehicle device, and therefore, it is necessary to operate the mobile terminal device and the in-vehicle device separately for use of an application.</p>', '<p id=""p-0006"" num=""0005"">The present technology has been made in view of the above point. It is an object of the present technology to provide an information-sharing device, an information-sharing method, an information-sharing program, and a terminal device which allow a plurality of devices to share information about an application possessed by each device, thereby facilitating operations.</p>']"
138,US10169303B2,Management system for managing information system,utility,"['<p id=""p-0006"" num=""0005"">According to the technique of PTL 1, when the number of management target elements increases, the number of displayed elements increases, and the number of drawn lines also increases. Thus, visibility worsens and it is difficult to understand the structure.</p>']"
139,US10169468B2,Secure monitoring technique for moving k-nearest queries in road network,utility,"['<p id=""p-0020"" num=""0019"">Accordingly, the present invention has been devised in order to overcome the above-described problems of the conventional art. A conventional security enhancement method in the field of location-based services has been developed to a form in which the authority to access location information is provided to a counterpart who receives the location information through a complicated security authentication procedure. However, according to this method, a location-based server becomes aware of the current location of a user as a result.</p>', '<p id=""p-0021"" num=""0020"">Accordingly, an object of the present invention is to protect the location information of a user in such a manner that during the processing of a query, an Enhanced Location Anonymizer (ELA) server that directly determines the location information of the user anonymizes the location information of the user and transfers the anonymized location information of the user to a Location Based Service (LBS) server and then the LBS server transfers query results to the ELA server based on the anonymized location information of the user.</p>', '<p id=""p-0022"" num=""0021"">That is, an object of the present invention is to prevent the LBS server from directly becoming aware of the location of the querying user in order to more effectively protect the private information of the querying user.</p>', '<p id=""p-0023"" num=""0022"">In this case, when the location of the querying user is anonymized and then transferred to the LBS server, the computational load of the LBS server may be excessively increased. Accordingly, another object of the present invention is to define effective query results for the anonymized location of the querying user so that the computational load of the LBS server can be reduced to an appropriate level. Furthermore, still another object of the present invention is to reduce the computational costs of the LBS server and also reduce the costs of communication between the querying user (client) and the LBS server.</p>']"
140,US10169496B2,Springback amount evaluation method,utility,"['<p id=""p-0012"" num=""0012"">However, by the springback factorial analysis method disclosed in Patent Literature 1, factors of springback are able to be found clearly, but the part of the press forming product where modification is to be performed and the method of the modification are not necessarily clarified.</p>', '<p id=""p-0013"" num=""0013"">Further, the index for evaluating the amount of springback is determined by a skilled operator, but under the present circumstances, the indices differ from one operator to another. Therefore, there is a problem that the index for evaluating the amount of springback is not an objective one.</p>', '<p id=""p-0014"" num=""0014"">Further, the method described in Patent Literature 2 has a problem that press forming by which the torsional torque is actually eliminated completely is difficult, and to what extent the torsion has actually occurred in a part after springback is difficult to be found.</p>', '<p id=""p-0015"" num=""0015"">The present invention has been made in order to solve problems as described above and an object thereof is to obtain a springback amount evaluation method of evaluating an amount of springback based on an objective index independently of judgment by an operator.</p>']"
141,US10169528B2,Method and device for generating engineering topology of digital substation,utility,"['<p id=""p-0010"" num=""0009"">Accordingly, it is an aspect of the present invention to provide a method and device for generating an engineering topology of a digital substation that enable engineering tasks for a digital substation based on international standards to be performed at the system level rather than at the existing level of a unit device and enable power engineers to automatically generate an engineering topology of a digital substation conforming to complex international standards so as to make it possible to perform engineering design tasks for digital substations attracting worldwide attention in a rapid and accurate manner.</p>']"
142,US10169532B2,Query sequence genotype or subtype classification method,utility,"['<p id=""p-0018"" num=""0017"">The primary object of the present invention is to provide a method for classifying genotype or subtype of query sequence, comprising: (i) selecting base sequences of various viruses of which genotypes or subtypes are known as reference sequences and obtaining a distance matrix by calculating distances between sequences in a multiple alignment of said reference sequences; and (ii) developing a discriminant equation which may classify the reference sequences by performing discriminant analysis for a cluster obtained by clustering said reference sequences through multidimensional scaling of the distance matrix, followed by classifying genotype or subtype of a query sequence according to said discriminant equation.</p>']"
143,US10169667B2,External environment recognizing device for vehicle and vehicle behavior control device,utility,"['<p id=""p-0008"" num=""0008"">However, the object detection device taught by Patent Literature 1 is configured to process the image captured by the camera having the fisheye lens. For this reason, the edge portion of the image has large distortion, and a subject is imaged at a tilt. It is therefore difficult to accurately identify the position of the moving object (for example, foot of pedestrian). When the position of the moving object (for example, position of foot of pedestrian) is inaccurately identified, an inaccurate positional relationship between the vehicle and the moving object may be obtained. Patent Literature 1 is silent about means for improving detection accuracy by accurately identifying the position of the detected moving object.</p>', '<p id=""p-0009"" num=""0009"">The vehicle circumference monitoring device taught by Patent Literature 2 has no means for measuring a distance to the detected object. It is possible to use such a device for warning by simply detecting the presence or absence of the moving object. However, it is difficult to use such a device for controlling the vehicle by accurately obtaining its position. The distance to the detected object may be measured by adding a measurement sensor such as a known sensor to the configuration described in Patent Literature 2. However, if the measurement sensor is added to the configuration described in Patent Literature 2, the number of sensors to be mounted on the vehicle is increased, resulting in a complex system structure and an increase in the costs.</p>', '<p id=""p-0010"" num=""0010"">The present invention has been made in view of the above problems, and an object of the present invention is to provide an external environment recognizing device for a vehicle that accurately detects a position of a moving object with high accuracy only with an image captured by a camera without adding a measurement sensor, and a vehicle behavior control device using such an external environment recognizing device for a vehicle.</p>']"
144,US10169682B2,Image processing device,utility,"['<p id=""p-0006"" num=""0005"">However, when reproducing video pictures in which video pictures of multiple channels are mixed with each other, using general-purpose reproduction equipment, it is impossible to view video pictures for each channel. The specifications for recognizing the channel of each frame differs between manufacturers or device types, and thus general-purpose reproduction equipment cannot support these specifications.</p>', '<p id=""p-0007"" num=""0006"">It is an object of the present invention to provide an image processing device and an image processing program that enable, when one moving image includes a mixture of frames that belong to different channels, reproduction for each channel regardless of specifications by which the moving image is recorded.</p>']"
145,US10169744B2,Payment system and payment terminal,utility,"['<p id=""p-0007"" num=""0006"">In the system disclosed in Patent Literature 1, electronic values that are less likely to be selected by a user (for example, a value which a user does not intend to use, a value which is not suitable for use due to insufficient balance and the like) are also unexceptionally recognized as usable values in the terminal having a function of sequentially making inquiries about usable electronic values. This requires a user to take the trouble to make selection among choices including a value that is less likely to be selected.</p>', '<p id=""p-0008"" num=""0007"">The problem to be solved by the present invention is to prevent the occurrence of the problem that a payment means less likely to be selected by a user is recognized as a usable payment means in a terminal having a function of sequentially making inquiries about usable electronic values.</p>']"
146,US10169762B2,"Risk analysis device, risk analysis method and program storage medium",utility,"['<p id=""p-0013"" num=""0014"">The contract information management system described in the above-mentioned PTL 1 requires a user to input information representing a contract and the content of its risk. Accordingly, because it is required of a user to perform determination and input the determination result, there still is a problem in that the user is required to bear an enormous workload.</p>', '<p id=""p-0014"" num=""0015"">The export control system described in the above-mentioned PTL 2 displays previous determination results, results of determination by experts, texts of relevant laws, and the like, and then requests a user to input his/her determination on the presence or absence of violation of the relevant laws. Accordingly, because it is required of users including the experts to perform determination and input the determination results, there still is a problem in that the users are required to bear an enormous workload. There is also another problem in that, when no previous determination results exist, a user needs to perform determination by himself by means of such as referring to other information, and accordingly to bear a large load. The export control system described in PTL 2 has also a problem in that, because it does not determine whether an export item violates a law of the destination country or area for the export, determination of legal violation risks with respect to the export destination needs to be separately performed by another means.</p>', '<p id=""p-0015"" num=""0016"">The law-observance condition inspection system described in the above-mentioned PTL 3 requires a user to input a risk level with regard to laws and a condition for obeying the laws. Accordingly, because it is required of a user to input information about legal violation risks, there still is a problem in that the user is required to bear an enormous workload.</p>', '<p id=""p-0016"" num=""0017"">The main purpose of the present invention is to solve the problems described above, and accordingly to provide a risk analysis device, a risk analysis method and a program which reduce a workload of analysis and determination of legal or contractual risks in migration of applications and data between datacenters.</p>']"
147,US10169809B2,"Answer form processing system, answer form processing method and computer storage medium",utility,"['<p id=""p-0006"" num=""0005"">However, among the options presented to the purchaser, what is important to the shop staff who has received the answer form is the portions to which the purchaser has added characters such as circles or crosses, that is, options actually selected by the purchaser. Displaying other options, to which such characters are not added, is unnecessary for the shop staff as well as consumes display space and distract the shop staff from smoothly confirming the answer form.</p>', '<p id=""p-0007"" num=""0006"">For general text tools, programs called Winmerge, which highlights differences between old and new versions of the file, or FC and DIFF, which output and contrastively display differences between old and new versions of the file, are known. In these programs, however, in addition to the new version of the file, at least portions of the old version of the file corresponding to the changed portions of the new version are also displayed. As a result, display space is still consumed and the answer form is not smoothly examined.</p>', '<p id=""p-0008"" num=""0007"">One or more embodiments of the present invention have been conceived in view of the above, and an object thereof is to provide an answer form processing system, an answer form processing method and a computer storage medium capable of saving display space and outputting an answer form that is visibly easy to examine.</p>']"
148,US10169866B2,Medical image processing and diagnostic image generation device for predetermined types of diagnostic information,utility,"['<p id=""p-0010"" num=""0009"">As described in Non-patent Literature 1, when the physical property value of tissue is determined by means of the MRI apparatus, a quantitative value image indicating the physical property value can be usable as a diagnostic image. Further, in a case where a function of signal intensity is theoretically obtainable, an emphasized image can be formed using an arbitrary imaging parameter. Therefore, making measurement of the physical property value provides an increase in the number of types of imageable images.</p>', '<p id=""p-0011"" num=""0010"">In a case where the quantitative value image is used as the diagnostic image, the improvement in diagnostic accuracy is expected because of the increased diagnostic information in conjunction with the increased types of imageable images. However, the diagnosis work becomes cumbersome and complicated because of the need for comparing plural types of images.</p>', '<p id=""p-0012"" num=""0011"">In view of the above problem, the present invention has been accomplished and the object thereof is to provide a technique for supporting the diagnosis by reducing the user\'s time and effort in quantitative diagnosis using the quantitative value acquired by the medical image acquisition apparatus.</p>']"
149,US10169880B2,"Information processing apparatus, information processing method, and program",utility,"['<p id=""p-0009"" num=""0008"">In the above-described self position estimation, when the user moves unpredictably such that a direction of a camera is changed rapidly, for example, turns around or shakes, tracking of the characteristic points is difficult. In this case, accuracy of the self position estimation is lowered. Accordingly, when the direction of the camera is changed rapidly, there is a need to provide a self position estimation technology having high robustness that the characteristic points are tracked well.</p>', '<p id=""p-0010"" num=""0009"">In view of the above-described circumstances, an object of the present technology is to provide an information processing apparatus, an information processing method, and a program that self position estimation with high robustness is possible.</p>']"
150,US10169916B2,Image processing device and image processing method,utility,"['<p id=""p-0006"" num=""0005"">During detection of a marker in a captured image, as an imaging device that produces the captured image faces more exactly the marker whose image is captured, a change in the view becomes smaller with respect to the inclination of the shooting direction of the imaging device with respect to the marker. Therefore, as the imaging device faces more exactly the marker, the relative orientation of the marker detected in the captured image is more significantly affected by external disturbance. Therefore, when an image obtained by combining the virtual object with the captured image is displayed on a display screen, the display of the virtual object may be disturbed, such as that the displayed virtual object corresponding to the detected marker is blurred, and the like.</p>', '<p id=""p-0007"" num=""0006"">Here, for example, in the technique described in Patent Literature 1, the display of a virtual object is changed according to the stability of recognition of a marker recognized from a captured image. Therefore, for example, when the technique described in Patent Literature 1 is used, the disturbance of display of a virtual object may be prevented to some extent. However, for example, in the technique described in Patent Literature 1, the disturbance of display of a virtual object due to the imaging device facing at a marker is not particularly taken into consideration. Therefore, for example, even when the technique described in Patent Literature 1 is used, it is not always possible to prevent the disturbance of display of a virtual object due to the imaging device facing exactly a marker, which may occur when an image obtained by combining a virtual object with a captured image is displayed on a display screen.</p>', '<p id=""p-0008"" num=""0007"">The present disclosure proposes a novel and improved image processing device, image processing method, and program that can prevent the disturbance of display of a virtual object.</p>']"
151,US10169925B2,Head mounted display and control method for head mounted display,utility,"['<p id=""p-0006"" num=""0005"">In the technique disclosed in PTL 1 and PTL 2, the user of the head mounted display can visually recognize an endoscope image during surgery. However, in the technique disclosed in PTL 1, there is a problem in that the user of the head mounted display cannot directly view a surgical site (a patient\'s body). In addition, in the technique disclosed in PTL 2, there is a problem in that the user of the head mounted display is required to move his/her visual line in the vertical direction in order to directly view the surgical site.</p>', '<p id=""p-0007"" num=""0006"">In addition, these problems are not limited to an endoscope image, and are problems common to all cases where information which is not shown in an appearance of an object is provided to a user of the head mounted display, such as, for example, a computed tomography (CT) image, a magnetic resonance imaging (MRI) image, and an X-ray image. In addition, these problems are not limited to a medical head mounted display, and are problems common to head mounted displays for use in other applications (for example, a head mounted display which is used in a construction site and provides information which is not shown in an appearance of a building to a user).</p>', '<p id=""p-0008"" num=""0007"">For this reason, a head mounted display is desirable which enables a real image of an object in a visual field direction and information which is not shown in an appearance of the object to be visually recognized by a user together without the user moving his/her visual line.</p>']"
152,US10169932B2,Anomality candidate information analysis apparatus and behavior prediction device,utility,"['<p id=""p-0007"" num=""0006"">The failure diagnosis apparatus described in PTL 1 acquire the information regarding the detected failure in the vehicle by the acquisition unit. However it is difficult to early confirm that an unexpected anomality occurs by only acquiring the information regarding a failure when the failure in a certain vehicle is detected.</p>', '<p id=""p-0008"" num=""0007"">The present invention has been made in view of the foregoing problem, and an object of the present invention is to provide an anomality candidate information analysis apparatus capable of early confirming that an unexpected anomality occurs in a monitoring object such as a vehicle, and a behavior prediction device used for the apparatus.</p>']"
153,US10169945B2,Medium storage box and medium handling device,utility,"['<p id=""p-0008"" num=""0007"">As explained below, it is desirable to increase the rigidity of casing in conventional medium storage boxes.</p>', '<p id=""p-0009"" num=""0008"">For example, in conventional medium storage boxes, since the shutter member is comparatively large, the thickness of casing surrounding the shutter member is thinner, and it is difficult to increase the rigidity of the casing. There is accordingly a possibility in conventional medium storage boxes that the casing might be damaged if an impact is received when the medium storage box is dropped, for example. It is therefore desirable to increase the rigidity of the casing in conventional medium storage boxes.</p>', '<p id=""p-0010"" num=""0009"">In consideration of the above circumstances, the present disclosure provides a medium storage box in which the rigidity of a casing is increased, and a medium handling device loaded with the medium storage box.</p>']"
154,US10170039B2,Method for correcting display device and correction device for display device,utility,"['<p id=""p-0009"" num=""0008"">In order to prevent deterioration of the display quality due to stress, a cumulative value of stress used for correction of the gradation values in a video signal needs to be determined with high accuracy. The cumulative value of stress corresponds to a cumulative value of a pixel signal.</p>', '<p id=""p-0010"" num=""0009"">However, in a conventional display device, there is a problem in that the accuracy of the cumulative value of a pixel signal is not sufficient.</p>', '<p id=""p-0011"" num=""0010"">The present disclosure provides a method for correcting a display device and a correction device for a display device that are capable of improving the accuracy of the cumulative value of a pixel signal.</p>']"
155,US10170045B2,Display device and driving method of the same,utility,"['<p id=""p-0009"" num=""0008"">However, field-sequential color system organic EL display devices have a problem in that color breakup or streaks occur in the displayed image, so the image quality of the displayed image is lower. For example, considering a case of displaying an image where a white region (hereinafter referred to as region X) in a black background as illustrated in <figref idref=""DRAWINGS"">FIG. 38</figref>, if the region X moves in the horizontal direction at a constant speed (e.g., in the right direction at a speed of 20 pixels per subframe), red, green, and blue streaks are visually perceived at the left edge portion and right edge portion of the region X (the hatched portion in <figref idref=""DRAWINGS"">FIG. 39</figref>).</p>', '<p id=""p-0010"" num=""0009"">The reason that color breakup and streaks are visually perceived is that the human line of sight moves pursuing the region X, and the human eye recognizes images acquired as the accumulation of luminance in the direction of movement of the line of sight (hereinafter referred to as eye-tracked images). The degree of color breakup and streaks differs depending on the displayed image, and also differs depending on which color is assigned to each pixel in each subframe. In order to make streaks difficult to be visually perceived in field-sequential color system organic EL display devices, which color is assigned to each pixel in each subframe needs to be decided appropriately.</p>', '<p id=""p-0011"" num=""0010"">Accordingly, it is an object of the embodiment of the invention to provide a field-sequential color system display device in which color breakup and streaks are not readily visually perceived.</p>']"
156,US10170081B2,Image correction device and video content reproduction device,utility,"['<p id=""p-0011"" num=""0010"">However, there is a problem that, even with these techniques, there might be the case where an image quality as perceived by a viewer with low vision is not sufficiently improved.</p>', '<p id=""p-0012"" num=""0011"">The present disclosure has been conceived in view of such a problem, and an object of the present disclosure is to provide an image correction device and a video content reproduction device which perform appropriate image correction for a viewer with low vision.</p>']"
157,US10170082B2,Image display device and image display method,utility,"['<p id=""p-0014"" num=""0013"">As described above, thumbnail images are defined in size and in aspect ratios according to standards while main images are produced with various sizes and various aspect ratios in image files in the Exif format. Thus, an image list using thumbnail images, included in image files in the Exif format, additionally includes blanks around images, which in turn degrades visibility.</p>', '<p id=""p-0015"" num=""0014"">The display devices disclosed in Patent Literatures 2 and 3 are designed to produce square-shaped images, which are displayed in a list form, by use of main images instead of thumbnail images in the Exif format. Every time displaying a list, the display devices extract images from main images about a focus position in shooting and subsequently resize them in a list-displayed size. Thus, the display devices of Patent Literatures 2 and 3, which handle main images with a large data size, should bear a high processing load, thus causing a reduction of processing speed. Additionally, the display devices need a large capacity of memory to expand main images, which in turn causes problems such as a delay of processing and difficulty in editing due to a shortage of memory.</p>', '<p id=""p-0016"" num=""0015"">Considering the foregoing problems, the present invention realizes an object to provide an image display device, an image list display method, and an image list display program, implementing a function to display an image list stored therein with good visibility and to display an image list at high speed.</p>']"
158,US10170083B2,"Display apparatus for control information, method for displaying control information, and system for displaying control information",utility,"['<p id=""p-0006"" num=""0005"">However, when a control information item for satisfying a control request in a building is presented, a user cannot specifically find out a target one of the appliances and the kind of control which should be performed to achieve the presented control request.</p>', '<p id=""p-0007"" num=""0006"">In view of this, the present invention provides a control information display apparatus which presents a user with control information necessary for achieving a presented control request.</p>']"
159,US10170097B2,"Waterproof sound transmitting sheet, and method for producing same",utility,"['<p id=""p-0007"" num=""0006"">Accordingly, the present invention has been devised to solve the above-mentioned problem, and the present invention intends to provide a waterproof sound-transmitting sheet with improved waterproofing performance because it includes a nonporous sound-transmitting layer, and a method for producing same.</p>', '<p id=""p-0008"" num=""0007"">Further, the present invention intends to easily adjust the thickness of the waterproof sound-transmitting sheet. Particularly, the present invention intends to provide a waterproof sound-transmitting sheet, which can maximize sound-transmitting performance by making a sound-transmitting layer thin, and a method for producing same.</p>', '<p id=""p-0009"" num=""0008"">Moreover, the present invention intends to provide a waterproof sound-transmitting sheet having high interlayer adhesivity and a method of for producing same.</p>']"
160,US10170127B2,Method and apparatus for sending multimedia data,utility,"['<p id=""p-0009"" num=""0008"">There are methods for reducing interference occurring in a plurality of wireless networks and efficiently transmitting data. However, the existing methods monitor a network environment and adjust signal strength by using the result of the monitoring, or minimize interference between channels by adjusting antenna isolation. As such, methods for minimizing interference between networks in an RF end are usually applied.</p>', '<p id=""p-0010"" num=""0009"">In the case of adjusting a bit rate according to a situation of a data network, an existing method uses a method of predicting an available bandwidth by using packet-loss information and adjusting the bit rate according to the predicted available bandwidth. However, when interference occurs between a plurality of wireless networks, a method of adjusting a bit rate by using one parameter may not accurately reflect a situation according to the interference between the networks.</p>', '<p id=""p-0011"" num=""0010"">In the case of utilizing a real-time audio or video streaming service by using a wireless network, latency and robustness to a channel error are important factors. In general, the latency and the robustness are determined by a size of an input buffer of a receiving end. That is, when the size of the input buffer is large, robustness to an error becomes better, but latency occurs. When the size of the input buffer is small, latency becomes shorter, but robustness is reduced. In the case of audio data transmitted together with video like TV, synchronization (sync) and latency are very important. However, in the case of data in which only an audio signal exists, synchronization and latency are less important, as compared to the case of video. However, since the existing method uses a fixed buffer size without taking into account a type of input data, the existing method does not effectively cope with synchronization and latency occurring according to a data type.</p>', '<p id=""p-0012"" num=""0011"">In the error concealment, the repetition method of reconstructing an error signal by using a previous good frame as described above cannot expect excellent performance because problems such as discontinuity and phase mismatch between frames occur in the case of simple repetition. Since the interpolation method using a previous good frame and a next good frame must delay one frame, the interpolation method is not appropriate for use in a real-time audio or video streaming service sensitive to latency.</p>', '<p id=""p-0013"" num=""0012"">Problems to be solved in some embodiments are to provide a method of analyzing a wireless network environment such as a plurality of network status parameters capable of knowing a network interference in the wireless network environment and a change in a bandwidth according to a plurality of wireless peripheral devices using the same network, efficiently adjusting a bit rate of multimedia data such as audio and video by using the same, and configuring a packet. That is, data is encoded losslessly or at a high bit rate in a strong electric field situation providing a good network environment, and data is encoded at a low bit rate in a weak electric field situation providing a bad network environment. In this manner, data is seamlessly transmitted according to a channel situation.</p>', '<p id=""p-0014"" num=""0013"">Also, problems to be solved in some embodiments are to provide a method of effectively adjusting latency according to a media type (audio or video) so that latency is minimized in the case of data whose synchronization is important, and otherwise, robustness to an error is increased.</p>', '<p id=""p-0015"" num=""0014"">Also, problems to be solved in some embodiments are to provide a frame error concealment method and apparatus requiring no additional latency due to low complexity by utilizing an error concealment method using a previous good frame upon occurrence of an error frame. To this end, a reduction in sound quality is minimized by minimizing discontinuity and phase mismatch between frames that occur upon error concealment.</p>', '<p id=""p-0016"" num=""0015"">Also, some embodiments may provide a method and apparatus capable of reducing power consumption of a device when audio data is transmitted between devices connected through a wireless communication network.</p>', '<p id=""p-0017"" num=""0016"">Also, some embodiments provide a method and apparatus capable of managing and synchronizing a memory to which audio frames are stored by devices that transmit and receive audio data.</p>', '<p id=""p-0018"" num=""0017"">Also, some embodiments provide a method and apparatus capable of selectively transmitting an audio frame and an identification value of the audio frame.</p>']"
161,US10170150B2,Media playback apparatus and shutter mechanism,utility,"['<p id=""p-0005"" num=""0004"">In the opening/closing apparatus according to Patent Literature 1, the spring is merely stretched between the other ends of the linkage members. Thus, the impact of the slidable chassis shifting to a closed position covering the opening or an open position exposing the opening causes the spring to vibrate at a natural frequency, generating noise such as chattering. External vibration can also cause natural vibration of the spring, leading to noise.</p>', '<p id=""p-0006"" num=""0005"">A possible measure to reduce the vibration of the spring is to urge a viscoelastic member, such as a cushion, against the spring. In general, the properties of a viscoelastic member significantly vary depending on temperature. The viscoelastic member cannot readily deform in a certain temperature range and urges the spring in a wrong direction. This causes the slidable chassis to unsmoothly shift or stop at a midway point. Repeated opening and closing operations cause the cushion to wear, thereby reducing the effect of vibration prevention.</p>', '<p id=""p-0007"" num=""0006"">An object of embodiments of this disclosure, which has been conceived to solve the problems described above, is to reduce noise through prevention of vibration of a spring stretched between two arms of a shutter mechanism.</p>', '<p id=""p-0008"" num=""0007"">The linkage members and the slidable chassis according to Patent Literature 1 are equivalent to the arms and shutter according to this disclosure.</p>']"
162,US10170230B2,Power supply apparatus,utility,"['<p id=""p-0008"" num=""0007"">In the electric supply apparatus according to the related art, however, it is likely that a foreign object is put on the upper surface of the electric transmission unit because the surface of the electric transmission unit is in parallel with the radial direction of the transmission coil. The foreign object on the upper surface involves a problem in that the foreign object is heated to a high temperature by a magnetic flux penetrating the foreign object during electric supply. Moreover, the foreign object heated to a high temperature may cause, for example, a hole at a portion in contact with the foreign object and damage the upper surface. Consequently, the foreign object or the like entering from the damaged portion falls onto the electric transmission coil. This heated foreign object may melt a coating film of a metallic thin wire included in the electric transmission coil and may cause a short circuit between portions of the metallic thin wire of the electric transmission coil.</p>', '<p id=""p-0009"" num=""0008"">It is an object of the present invention to provide an electric supply apparatus that can prevent a foreign object from reaching an electric transmission coil and that can appropriately perform an electric supply process even when the foreign object is heated during electric supply.</p>']"
163,US10170235B2,Reactor,utility,"['<p id=""p-0007"" num=""0006"">There is a demand for a reactor that enables an end portion of a wire forming a coil to be accurately connected to a terminal fitting and that furthermore has excellent assemblability.</p>', '<p id=""p-0008"" num=""0007"">If a resin molded component including a terminal fitting like the above-described terminal block is used, the terminal fitting can be easily and stably disposed in the vicinity of the end portion of the wire forming the coil. Therefore, the configuration that uses the terminal block makes it easier to stabilize a connecting portion between the end portion of the wire and the terminal fitting when compared with a case where, for example, a round terminal (terminal 50 in FIG. 3 of Patent Document 1) having a round hole into which a bolt is inserted is used. However, if the above-described terminal block is used, there are cases where the end portion of the wire cannot be accurately connected to the terminal fitting.</p>', '<p id=""p-0009"" num=""0008"">Here, resin molded bodies generally have tolerances. For this reason, when a large amount of deviation of dimensions of the terminal block occurs within a tolerance range, there is a risk that the position of the end portion of the wire forming the coil and the position of the terminal fitting of the terminal block may be displaced. If the end portion of the wire and the terminal fitting of the terminal block are aligned by, for example, pulling the end portion of the wire, there is a risk that unwanted stress may be applied to the vicinity of a connecting portion at the end portion of the wire to which the terminal fitting is connected, leading to a poor connection. Thus, if the terminal block is used, in some cases it is difficult to correct the displacement during the above-described alignment. In the case where, in addition to the terminal block, a plurality of resin molded bodies, such as the core molded component and the coil molded component described above, are used, the above-described displacement is likely to occur, and correction of this displacement is considered to be even more difficult.</p>', '<p id=""p-0010"" num=""0009"">Thus, an object of preferred embodiments is to provide a reactor that enables a coil to be accurately connected to a terminal fitting and that also has excellent assemblability.</p>']"
164,US10170260B2,Electromagnetic relay,utility,"['<p id=""p-0006"" num=""0005"">However, as shown in <figref idref=""DRAWINGS"">FIG. 5</figref>, in the electromagnetic relay described above, an insulation distance between a magnetic pole portion of a stacked iron core <b>6</b> which forms an electromagnet block <b>10</b> and a fixed contact is short thus giving rise to a drawback that the electromagnetic relay has low insulating property.</p>', '<p id=""p-0007"" num=""0006"">The present invention has been made in view of such drawbacks, and it is an object of the present invention to provide an electromagnetic relay having high insulating property.</p>']"
165,US10170267B2,Current fuse,utility,"['<p id=""p-0006"" num=""0005"">Improvement in the rated currents of current fuses such as described above is demanded in order to respond to increases in capacity and improvements in ratings of electrical devices, batteries, and so forth in which these current fuses are mounted.</p>', '<p id=""p-0007"" num=""0006"">In the case of a surface-mountable current fuse in which a fuse element made from a low melting point metal is mounted on a substrate, when a voltage exceeding the rating is applied and a large current flows to blow the current fuse, an arc discharge is generated that causes melting of the fuse element over a wide area and explosive scattering of vaporized metal. Therefore, there is a concern that scattered metal may form a new current path or become attached to terminals, surrounding electronic components, and so forth.</p>', '<p id=""p-0008"" num=""0007"">Examples of current fuses that have been proposed in order to quickly stop arc discharge and cut off a circuit include an current fuse in which an arc-extinguishing material is enclosed in a hollow case and a current fuse that is compatible with high voltages and in which a time lag is created through winding of a fuse element in a spiral around a heat dissipating material. However, conventional current fuses that are compatible with high voltages require complicated materials or processing, such as enclosing an arc-extinguishing material or manufacturing a spiral fuse, which is disadvantageous from a viewpoint of reducing the size and raising the rated current of a fuse element.</p>', '<p id=""p-0009"" num=""0008"">As described above, there is demand for development of a current fuse that can improve the rating while also preventing explosive scattering of low melting point metal in association with arc discharge and enabling reliable cutting off of a circuit.</p>']"
