,publication_number,patent_title,appl_type,negative_text
166,US10175566B2,"Light source device, illumination device, and projector",utility,"['<p id=""p-0005"" num=""0004"">Incidentally, it is conceivable that, for example, by decreasing the size of a bundle of light beams using an afocal optical system as a reduction system, an optical element disposed on the posterior stage of a lens integrator or the like is made smaller to thereby miniaturize a light source device. It should be noted that in the present specification, the afocal optical system as a reduction system is simply referred to as an afocal optical system in some cases. Further, the expression “high in afocal magnification ratio” means that a high luminous flux width compression ratio can be obtained, and the expression “low in afocal magnification ratio” means that a low luminous flux width compression ratio can be obtained.</p>', '<p id=""p-0006"" num=""0005"">In the case in which the afocal magnification ratio is high, high alignment accuracy is required for a light source unit. Therefore, it is necessary to hold the afocal magnification ratio to a rather low level taking the installation variation of the light source unit into consideration. However, if the afocal magnification ratio is low, it is not possible to make the luminous flux width of the light entering the lens integrator sufficiently small, and by extension, there is a problem that it is not possible to miniaturize the optical element disposed in the posterior stage such as the lens integrator.</p>', '<p id=""p-0007"" num=""0006"">The invention is made for solving the problem described above, and has an object of providing a light source device capable of easily reducing the bundle of light beams. Further, the invention has an object of providing an illumination device equipped with the light source device and a projector equipped with the illumination device.</p>']"
167,US10175567B2,Light source device including a magnetic or capacitance detecting sensor and an image projection apparatus including the light source device,utility,"['<p id=""p-0016"" num=""0015"">An object of the present invention is to provide a light source device capable of contributing to improvement in safety to laser beam when a diffusion member does not exist in a traveling optical path of light beam in a normal state occurs, even if the diffusion member does not deviate from the traveling optical path of the light beam, and when the diffusion member deviates from the traveling optical path of the light beam.</p>']"
168,US10175573B2,Curable composition and color filter,utility,"['<p id=""p-0006"" num=""0007"">As described above, there has been a demand of colored curable composition which has a good chemical resistance and is capable of forming a good colored layer pattern.</p>', '<p id=""p-0007"" num=""0008"">This invention is aimed at solving the problem, and is to provide a colored curable composition having a good chemical resistance and being capable of forming a good colored layer pattern.</p>']"
169,US10175576B2,"Curable composition for photo imprints, method for forming pattern, fine pattern, and method for manufacturing semiconductor device",utility,"['<p id=""p-0018"" num=""0020"">The present inventors found from our intensive studies on the prior art, that the method of incorporating a surfactant having a perfluoro group into the curable composition, and the method of incorporating a polymerizable compound having an alkyl group which contains two or more fluorine atoms into the curable composition considerably lowered the surface tension of the curable composition. Such curable compositions degrade, in particular, the ink jettability.</p>', '<p id=""p-0019"" num=""0021"">It is therefore a subject of the present invention to solve the above-described problems, and now an object is to provide a curable composition for photo imprints excellent in the mold releasability, and in particular to provide a curable composition for photo imprints also excellent in the ink jettability.</p>']"
170,US10175577B2,"Photosensitive resin composition, method for manufacturing patterned cured film, and electronic component",utility,"['<p id=""p-0006"" num=""0005"">On the other hand, as semiconductor elements continue to become more highly integrated, miniaturized and micronized, there is a need for photosensitive resin compositions to be able to form patterned cured films having finer and more intricate patterns. Methods for producing patterned cured films generally comprise a step of coating a photosensitive resin composition on a substrate and drying the formed resin film, a step of exposing the resin film to light, a developing step of removing the exposed sections or unexposed sections with a developing solution, and a step of curing the developed patterned resin film by heating. In the step of curing a fine, intricate patterned resin film by heating, with a conventional photosensitive resin composition, problems have been encountered as the resin film dissolves and the pattern shape and dimensions change (pattern melt).</p>', '<p id=""p-0007"" num=""0006"">It is therefore an object of the present invention to provide a photosensitive resin composition being capable of forming patterns with excellent resolution, excellent heat resistance and impact resistance, and being developable with an aqueous alkali solution.</p>', '<p id=""p-0008"" num=""0007"">It is another object of the invention to provide a method for manufacturing a patterned cured film using the photosensitive resin composition, and an electronic component comprising the patterned cured film.</p>']"
171,US10175590B2,Electrophotographic photosensitive body and image forming apparatus provided with same,utility,"['<p id=""p-0009"" num=""0009"">With the configuration described in Patent Document 1, the surface irregularities on the surface of the drum pipe are so large that toner additive or the like scrapes through the gaps between the cleaning blade and the surface of the photosensitive drum. In particular, in a case where the charging device is arranged close, the cleaning by the charging device may fall behind, rather causing contamination of the charging device.</p>', '<p id=""p-0010"" num=""0010"">On the other hand, with the configuration described in Patent Document 2, on the surface of the photosensitive drum, there are surface irregularities in the axial direction but not in the circumferential direction, and thus fine convexities on the side faces of the hills and valleys eventually wear and flatten. The edge of the cleaning blade, in minute regions in which it makes contact with a flat surface, is dragged in the rotation direction (circumferential direction) of the photosensitive drum, and stick-slip, though slight, occurs. At this time, additive scrapes through the grooves running in the circumferential direction, and thus the charging device is contaminated.</p>', '<p id=""p-0011"" num=""0011"">With consideration given to the problems mentioned above, an object of the present invention is to provide an electrophotographic photosensitive body that can suppress image defects for a long period, and to provide an image forming apparatus provided with such an electrophotographic photosensitive body.</p>']"
172,US10175594B2,Toner set,utility,"['<p id=""p-0014"" num=""0013"">An object of the present invention is to solve the above problems and to provide a toner set that is excellent in fine line reproducibility and color reproducibility when toners are superimposed and printed.</p>']"
173,US10175596B2,Electrostatic latent image developing toner,utility,"['<p id=""p-0005"" num=""0004"">A crystalline resin is used as a main component of a resin forming the toner particles in Patent Literature 1. It has been known that the higher the degree of crystallinity of a crystalline resin is, the more excellent the crystalline resin is. However, when the degree of crystallinity of a binder resin is too high, charge decay of the toner tends to readily occur and it is accordingly thought to be difficult to ensure a sufficient charge amount of the toner in a high-temperature and high-humidity environment. The present inventor has confirmed through an experiment that a toner including toner particles containing a crystalline resin, a non-crystalline resin, and a releasing agent, tended to readily adhere to members in the interior of an image forming apparatus (specific examples include a carrier, a photosensitive drum, and a development roller).</p>', '<p id=""p-0006"" num=""0005"">The present invention has been made in view of the foregoing problems and has its object of providing an electrostatic latent image developing toner that is excellent in heat-resistant preservability, low-temperature fixability, and charge decay characteristic and that hardly causes toner adhesion (for example, toner adhesion to a development sleeve) even in continuous printing, and a production method thereof.</p>']"
174,US10175597B2,Liquid developer and method of producing same,utility,"['<p id=""p-0011"" num=""0011"">However, when lecithin is added to a liquid developer in order to improve the toner particle dispersibility and charging performance, the volume resistivity of the liquid developer undergoes a large decline in comparison to that of a lecithin-free liquid developer and it then becomes difficult to obtain a high image density. In addition, the decline in the volume resistivity of the liquid developer brought about by the addition of lecithin facilitates the appearance of image blurring and causes the developing performance to deteriorate.</p>', '<p id=""p-0012"" num=""0012"">On the other hand, the redispersion of the toner particles in the liquid developer is crucial when a liquid developer is subjected to repeated use, but an unsatisfactory ability to inhibit toner particle aggregation has been a problem with lecithin.</p>', '<p id=""p-0013"" num=""0013"">In addition, when the liquid developer is an ultraviolet-curable liquid developer, the lecithin dissolved in the carrier liquid inhibits the ultraviolet-induced curing reaction.</p>', '<p id=""p-0014"" num=""0014"">Given the preceding, there is demand for the development of a compound that prevents the decline in the volume resistivity of the liquid developer, has a high ability to impart charge to toner particles, has the ability to inhibit toner particle aggregation, and does not inhibit ultraviolet-induced curing reactions.</p>', '<p id=""p-0015"" num=""0015"">Thus, the present invention, by providing a liquid developer that contains such a compound, enables liquid developer reuse and realizes faster process speeds while producing a high image density and suppressing the appearance of image blurring.</p>']"
175,US10175656B2,Smartwatch and control method thereof,utility,"['<p id=""p-0006"" num=""0005"">Accordingly, the disclosure is directed to a smartwatch and a control method thereof that substantially obviates one or more problems due to limitations and disadvantages of the related art.</p>', '<p id=""p-0007"" num=""0006"">In accordance with an embodiment, the disclosure provides a smartwatch for performing corresponding commands according to direction of rotation and rotation angle of a device.</p>', '<p id=""p-0008"" num=""0007"">In accordance with another embodiment, the disclosure provides a smartwatch for differently offering a threshold angle needed to perform a command according to the position and direction of rotation of the smartwatch.</p>', '<p id=""p-0009"" num=""0008"">In accordance with still another embodiment, the disclosure provides a smartwatch for determining a command corresponding to rotation of the smartwatch according to an application which is being executed or displayed.</p>', '<p id=""p-0010"" num=""0009"">In accordance with another embodiment, the disclosure provides a smartwatch for performing a command corresponding to an event according to a sensed rotation of the smartwatch, when the rotation of the smartwatch is sensed within a predetermined period of time after the event is generated.</p>', '<p id=""p-0011"" num=""0010"">In accordance with still another embodiment, the disclosure provides a smartwatch for performing a command according to rotation of the smartwatch when the rotation speed of the smartwatch exceeds a predetermined speed.</p>', '<p id=""p-0012"" num=""0011"">In accordance with still another embodiment, the disclosure is to provide a method for controlling an external device paired with a smartwatch according to rotation of the smartwatch.</p>', '<p id=""p-0013"" num=""0012"">Additional advantages, objects, and features of the disclosure will be set forth in part in the description which follows and in part will become apparent to those having ordinary skill in the art upon examination of the following or may be learned from practice of the disclosure. The objectives and other advantages of the disclosure may be realized and attained by the structure particularly pointed out in the written description and claims hereof as well as the appended drawings.</p>']"
176,US10175664B2,Sensor information complementing system and sensor information complementing method,utility,"['<p id=""p-0005"" num=""0004"">However, a system configured with multiple sensors contains a large amount of sensor data necessary for complementing missing data, so that it takes a significant time for real-time sensor data collection and data estimation. Therefore, the above approach is not appropriate for complementing missing data in a system where immediate responsiveness is required.</p>', '<p id=""p-0006"" num=""0005"">An object of the present invention is to provide a technique that enables quick estimation of sensor data of an unavailable sensor in a system having a plurality of sensors.</p>']"
177,US10175673B2,Programmable controller system,utility,"['<p id=""p-0006"" num=""0005"">The functional device of the programmable controller is versatile and can perform functions specified by the user. However, conventional programmable controllers have a problem in that functions of the functional device cannot be changed and functions cannot be added thereto. In view of this problem, in</p>', '<p id=""p-0007"" num=""0006"">PCT/JP2014/004673, there has been proposed a technique related to an input/output control device, an input/output control method, and a program executed by a programmable controller that can be easy to use and can realize various functions. According to this technique, it is possible to obtain the input/output control desired by the user by arbitrarily changing a circuit selector in an input interface, a logic circuit, and an output interface. However, functions realized by the input interface, the logic circuit, and the output interface are different for different circuit settings set by the user. Therefore, the roles of the input interface, the logic circuit, and the output interface cannot be determined uniquely. Further, address maps in a buffer memory are arranged in accordance with certain rules, and thus when the user program accesses the input interface, the logic circuit, and the output interface to acquire a status and to change the settings, it is necessary to access the buffer memory mapped independently of the user\'s intended circuit setting. Therefore, in a case where continuous access using iteration is attempted within the user program, address calculations become complicated.</p>', '<p id=""p-0008"" num=""0007"">The present invention has been achieved in view of the above problems, and an object of the present invention is to provide a programmable controller system that can easily set or change the functions of a functional device of a programmable controller in order for the programmable controller to realize various functions.</p>']"
178,US10175674B2,Programmable logic controller configured to back up transmission destination mail address data and restore the transmission destination mail address data during reoperation,utility,"['<p id=""p-0007"" num=""0006"">However, in the conventional PLC, when the transmission destination mail address is set by the parameter, the parameter cannot be changed during the operation of the PLC. Therefore, when setting of the transmission destination mail address is changed, there is a problem in that it is necessary to once stop the PLC, reset the parameter of the transmission destination mail address, operate the PLC again, and reflect the parameter.</p>', '<p id=""p-0008"" num=""0007"">When the transmission destination mail address is input and designated from the external apparatus during the operation, the data of the transmission destination mail address input from the external apparatus is written in the internal device. Therefore, when a power supply of the PLC is turned off once, the data is erased. Therefore, there is a problem in that it is necessary to input the transmission destination mail address again from the external apparatus after the reoperation.</p>', '<p id=""p-0009"" num=""0008"">The present invention has been devised in view of the above and an object of the present invention is to obtain a programmable logic controller that can use a transmission destination mail address changed during operation without resetting the transmission destination mail address after reoperation.</p>']"
179,US10175709B2,Consumer electric power control system and consumer electric power control method,utility,"['<p id=""p-0009"" num=""0008"">However, the related-art method disclosed in Patent Literature 1 has a problem in that it is impossible to determine which equipment is to be reduced in electric power when other types of equipment are included because the related-art method targets electric power reduction only on the air-conditioning equipment.</p>', '<p id=""p-0010"" num=""0009"">Further, the related-art method disclosed in Patent Literature 2 has a problem in that it is difficult to make a fair rule to determine the priority because different types of equipment have different degrees of degradation of comfortability and convenience when 1 kW of electric power is reduced although the related-art makes a rule based on a plurality of different indicators such as a type of equipment and an environmental condition.</p>', '<p id=""p-0011"" num=""0010"">The present invention has been made to solve the above-mentioned problems, and an object of the present invention is to provide a consumer electric power control system and a consumer electric power control method capable of evaluating an influence on degradation of comfortability and convenience of different types of equipment using a single evaluation indicator and determining electric power reduction target equipment and the amount of reduction thereof in a case where an upper limit value of allowable electric power consumption is set by demand response for a consumer in an office building and a factory, which have various types of equipment such as equipment for air-conditioning and lighting used in a plurality of managed areas having different environmental conditions, human movements, equipment arrangements, and other conditions.</p>']"
180,US10175710B2,"Power demand control device, power demand control method, power demand control system, and recording medium",utility,"['<p id=""p-0013"" num=""0012"">The above conventional techniques are unfortunately problematic in that electric power demand control causes a decrease in production efficiency at the facility or causes environmental deterioration.</p>', '<p id=""p-0014"" num=""0013"">If, for instance, a device for maintaining a facility environment such as an air conditioner or lighting device is controlled forcibly, it may not be possible to maintain a comfortable working environment or ensure safety and sanitation in the facility. If a target of electric power demand control is selected on the basis of the amount of electric power use or the rate of increase in electric power use, electric power consumption will change depending on the production condition, problematically making it impossible to set a general selection criterion. Further, if a technique is used that selects a device that has been continuously in operation for an extended time period or that presets a controllable device, that technique will not allow the timely operation state of a device to be considered in selecting a device as a target of electric power demand control. This indicates that such a technique may let electric power demand control be performed for a device with a high operation rate to unfortunately decrease the production efficiency greatly. This in turn problematically decreases the production yield or impairs the quality of articles in storage.</p>', '<p id=""p-0015"" num=""0014"">The present invention has been accomplished to solve the above problems. It is an object of the present invention to provide an electric power demand control device, an electric power demand control method, an electric power demand control system, a program, and a recording medium each of which can alleviate, for example, (i) a decrease in production efficiency caused by electric power demand control at a facility at which production lines are installed and (ii) environmental deterioration due to electric power demand control.</p>']"
181,US10175722B2,Cradle and terminal device control method,utility,"['<p id=""p-0015"" num=""0014"">In industrial sites, high reliability in communication is required. In this regard, the technique disclosed in each of Patent Literature 1 and 2 has a problem that, though the operability is improved by using the tablet computer, reliability in wireless communication is decreased due to the architectural structure of the production site and effects of various devices. In addition, in the tablet computer, since a manipulation on a touch panel is used, a problem arises in that a careless manipulation may be performed or a malfunction may occur.</p>', '<p id=""p-0016"" num=""0015"">Further, in the industrial sites, a problem arises in that it is difficult for an operator to hold the tablet computer with an oily hand or a gloved hand so that a dedicated hardware manipulation system is required.</p>', '<p id=""p-0017"" num=""0016"">In this regard, each of Patent Literatures 3 to 5 discloses a technique in which a cradle is attached to electronic equipment. Patent Literature 5 discloses that the cradle is made easier to hold, and that the cradle is used as a dedicated hardware manipulation system. However, in these techniques, the possibility of occurrence of a malfunction by a careless manipulation on a touch panel is not concerned enough.</p>', '<p id=""p-0018"" num=""0017"">The invention has been made in order to solve the above problems, and an object thereof is to provide a cradle that is attached to a terminal device and is capable of performing communication with high reliability and preventing a careless manipulation and a malfunction, and a terminal device control method in which the cradle is used.</p>']"
182,US10175726B2,Foldable display device capable of fixing screen by means of folding display and method for controlling the foldable display device,utility,"['<p id=""p-0007"" num=""0006"">An object of the present specification devised to solve the problem of the relate art is to provide a foldable display device capable of fixing a screen by means of display folding and a method for controlling the same.</p>']"
183,US10175782B2,"Input apparatus, sensor, keyboard, and electronic apparatus",utility,"['<p id=""p-0008"" num=""0007"">Thus, the present technology has an object to provide an input apparatus, a sensor, a keyboard, and an electronic apparatus which allow two kinds of input operations to be performed on the same operation screen.</p>']"
184,US10175800B2,Electrode member and touch window comprising the same,utility,"['<p id=""p-0009"" num=""0008"">The embodiment is to provide an electrode member, a thickness of which is reduced and a touch window comprising the same.</p>']"
185,US10175828B2,Method for authenticating capacitive touch,utility,"['<p id=""p-0007"" num=""0006"">In order to solve the problem as described above, an object of the present invention is to provide a method for authenticating capacitive touch, the method including receiving touch point information for a plurality of touch points recognized as multi-touch through a capacitive touch screen of a user device, reading the touch point information, identifying a specified touch point corresponding to any one specified touch portion fixed and arranged in a previously specified position in design among touch portions of a touch device in which a plurality of capacitively touchable touch portions are arranged according to a previously designed unique geometric relationship, coordinate-rotating a geometric relationship for the plurality of touch points to match a designed geometric relationship based on a reference point corresponding to the specified touch point, and authenticating whether the coordinate-rotated geometric relationship matches the designed geometric relationship within a tolerance range or identifying the designed geometric relationship matching the coordinate-rotated geometric relationship within a tolerance range among the designed geometric relationships.</p>']"
186,US10175831B2,Display device with a capacitive touch panel,utility,"['<p id=""p-0012"" num=""0011"">Recently, there is increasing demand for further reduction in the thickness and weight of display devices with capacitive touch panels. However, the above conventional display devices with capacitive touch panels have the problem that since a touch sensor unit is formed with two transparent base plates, each having a conductive layer formed on a surface thereof, the thickness between the liquid crystal panel or OLED panel and the cover glass layer increases, which results in an increase in the thickness of the entire device.</p>', '<p id=""p-0013"" num=""0012"">The problem of increased thickness between the liquid crystal panel or OLED panel and the cover glass layer becomes more pronounced, particularly in the case of many members being present between the display panel and the cover glass layer, such as where, as described above, a phase difference film for viewing angle compensation is provided, a quarter wavelength plate is provided to enable the operator to operate the display device with a tough panel through polarized sunglasses, an anti-reflective circularly polarizing plate is provided, and so on.</p>', '<p id=""p-0014"" num=""0013"">Therefore, a first object of the disclosure is to provide a display device with a capacitive touch panel that is reduced in thickness.</p>', '<p id=""p-0015"" num=""0014"">In addition, a second object of the disclosure is to provide a display device with a capacitive touch panel that can be operated by the operator even through polarized sunglasses and is reduced in thickness.</p>', '<p id=""p-0016"" num=""0015"">Moreover, a third object of the disclosure is to provide a display device with a capacitive touch panel that can prevent reflected light of incident external light from making visual recognition of the displayed content difficult, and that is reduced in thickness.</p>']"
187,US10175878B2,Electronic apparatus,utility,"['<p id=""p-0013"" num=""0012"">Here, it is assumed that such an input apparatus for receiving an input based on the pressure to the touch panel applied by the user performs the drag processing of an object displayed on the display unit as follows. First, for this input apparatus, a load standard (referred to as an “input reception load standard”) for receiving an input and another load standard (referred to as an “input cancellation load standard”) for canceling the input are defined. The input apparatus receives an input if the load detection unit detects a pressure load meeting (exceeding) the input reception load standard, and after reception of the input, it cancels the input if the load detection unit detects a pressure load failing to meet (“under” or “equal to”) the input reception load standard.</p>', '<p id=""p-0014"" num=""0013"">Next, in the drag processing, when a finger or a stylus carrying out an input operation slides on the touch panel in a state that the pressure load of the input operation (touch) applied, to the object displayed on the display unit meets the input reception load standard, the drag processing is started in response to such sliding and the object is displayed at a position corresponding to a position of the finger or the like sliding on the display unit. Then, when the pressure load of the input operation (touch) applied to the object fails to meet the input cancellation load standard, the object being dragged is dropped (when the load detection unit detects the load failing to meet the input cancellation load standard, the object is displayed at a position on the display unit corresponding to the position of the touch panel touched by a touch object such as the finger or the like), then the drag processing ends.</p>', '<p id=""p-0015"" num=""0014"">Since in the drag processing as above the input apparatus for receiving the input based on the pressure on the touch panel applied by the user determines a start and an end of the drag based on a pressure load detected by the load detection unit, there is the possibility to drop the object being dragged at a position unintended by the user. For example, in order to start dragging, the user needs to slide the finger or the like applying pressure to the object. While the pressure is applied to the object in a vertical direction before sliding, it is necessary to apply the pressure in a horizontal direction as well as in the vertical direction in order to slide the finger or the like. Accordingly, even if the same pressure (scalar quantity) is applied to the input apparatus by the user before and after the start of sliding, a vector of the pressure applied to the input apparatus after the start of sliding is different from that before sliding, as a result. The pressure in the vertical direction is therefore reduced after start of sliding because of an increase in the pressure in the horizontal direction. When the pressure in the vertical direction is reduced like this, the pressure load detected by the load detection unit fails to meet the input cancellation load standard, which may cause unintended drop of the object.</p>', '<p id=""p-0016"" num=""0015"">In addition, the object may also be dropped at an unintended position if, during sliding; the pressure in the horizontal direction is increased for the purpose of increasing a sliding speed, unintentionally reducing the pressure in the vertical direction.</p>', '<p id=""p-0017"" num=""0016"">Accordingly, an object of the present invention in consideration of such conditions is to provide an electronic apparatus for receiving an input in accordance with a pressure load capable of reducing the possibility to drop an object in the drag processing against a user\'s intention.</p>']"
188,US10175931B2,Signal processing device and signal processing method,utility,"['<p id=""p-0012"" num=""0011"">In order to obtain a higher sense of presence and sense of immersion, however, a system for expressing spatial information in addition to images is demanded.</p>', '<p id=""p-0013"" num=""0012"">The present technology takes these circumstances into consideration, and aims to provide a technology that can heighten a sense of immersion for a user more than when only image information is presented.</p>']"
189,US10175940B2,"Managing device, management method, recording medium, and program",utility,"['<p id=""p-0006"" num=""0005"">Point-by-point voice instructions for a large number of processes result in a large burden to the user. Hence, electronic devices realizing a process in accordance with a voice instruction from the user as explained above often register tasks collectively covering a large number of processes in advance, and the user selects a task to be executed among the presented tasks.</p>', '<p id=""p-0007"" num=""0006"">The user sometimes desires to pre-set and register a task to be executed next while a task needing a time from the begging to the end is being executed. When a next task can be pre-set and registered without waiting for the completion of the currently executed task, the user becomes able to carry out another work upon pre-setting and registration, thereby improving the work efficiency.</p>', '<p id=""p-0008"" num=""0007"">The present disclosure has been made in view of the foregoing circumstances, and it is an objective to provide a managing device, a management method, a non-transitory recording medium, and a program which accept a pre-setting of a process to be executed next while executing a process in accordance with a sound input by a user.</p>']"
190,US10176001B2,"Simulation device, simulation method, and computer readable medium",utility,"['<p id=""p-0012"" num=""0011"">By making a processor to include a cache, execution speed of software is improved by several times to ten times or so compared to a case without a cache. Thus, in order to measure performance of a system with accuracy while speeding up execution of an ISS, it is necessary to simulate operation using a cache with accuracy, at a high speed. However, by the method described in Patent Literature 1, it is impossible to measure performance of a system. In the method described in Patent Literature 2, it is possible to measure the performance of the system; however, it is not considered to execute a cache simulation at a high speed.</p>', '<p id=""p-0013"" num=""0012"">The present invention is aimed at simulating operation using a cache at a high speed with accuracy.</p>']"
191,US10176221B2,Data processing apparatus and prediction method of pattern frequency thereof,utility,"['<p id=""p-0010"" num=""0009"">Accordingly, it is an object of the present invention to provide a data processing apparatus capable of predicting a level of an intermediate result to optimize a graph query, and a method for predicting a pattern frequency thereof.</p>', '<p id=""p-0011"" num=""0010"">Another object of the present invention is to provide a data processing apparatus capable of effectively calculating sizes of various graph patterns while making a capacity of a memory small, and a method for predicting a pattern frequency thereof.</p>']"
192,US10176302B2,Method of analyzing characteristics of molecular orbital through sequential block formation and system using same,utility,"['<p id=""p-0007"" num=""0006"">Accordingly, the present invention has been made keeping in mind the above problems occurring in the prior art, and an object of the present disclosure is to provide a method for precisely analyzing a molecular orbital in a quantitative manner, thereby enabling the development of novel materials.</p>']"
193,US10176387B2,Road shape recognition apparatus,utility,"['<p id=""p-0006"" num=""0005"">When the road shape is recognized from a captured road image, a road shape outside of a recognition range can be estimated through use of the recognized road shape. However, the accuracy of the clothoid parameter obtained through image recognition is low. When a distant road shape is estimated based on the clothoid parameter, an increase in deviation between an actual road shape and the estimated road shape becomes a problem.</p>', '<p id=""p-0007"" num=""0006"">The present invention has been achieved to solve the above-described issue. The main object of the present invention is to provide a road shape recognition apparatus that is capable of accurately estimating a road shape that is farther than a recognition range.</p>']"
194,US10176539B2,Power supply system,utility,"['<p id=""p-0005"" num=""0004"">The conventional power supply system described in the Patent Literature 1 performs the charging of power-use fee to the user, in accordance with the power-use time, current value or electric energy when receiving a power supply from the power supply apparatus, and the fee-charging unit price of the power supply apparatus. However, in power supply from a power supply apparatus, various modes of fee-charging such as a fee-charging not to a user but to a power supply target (for example, a battery of an electrically driven vehicle) is desired. The conventional power supply system is not capable of coping with these various modes of fee-charging.</p>']"
195,US10176543B2,Image processing based on imaging condition to obtain color image,utility,"['<p id=""p-0008"" num=""0007"">In general, it is advantageous to provide a color image that has satisfactorily high image quality to the maximum extent for the purpose of allowing a user or an image processing application to recognize an imaged object (for example, a human body or an object) that appears in the image. However, it is difficult to state that an existing technology for providing color in an infrared image has achieved sufficient image quality appropriate for such a purpose.</p>', '<p id=""p-0009"" num=""0008"">Thus, an object of the technology according to the present disclosure is to realize a mechanism capable of generating a color image with further improved image quality.</p>']"
196,US10176643B2,"Method of generating virtual three-dimensional space, video system, method of controlling video system, and non-transitory computer readable storage medium",utility,"['<p id=""p-0006"" num=""0005"">According to a game of Non Patent Literature 1, characters two-dimensionally move on two-dimensional images displayed as the real video images. Therefore, movements in a depth direction are restricted. As above, conventional configurations have a problem that strange feelings are caused when moving characters in the depth direction using the real video images having depth.</p>', '<p id=""p-0007"" num=""0006"">An object of the present invention is to provide a method of generating a virtual three-dimensional space, a video system, a method of controlling a video system, and a non-transitory computer readable storage medium, each of which can express a depth direction in a virtual three-dimensional space using a real video image without causing strange feelings.</p>']"
197,US10176659B2,Paper sheet authentication apparatus,utility,"['<p id=""p-0008"" num=""0008"">However, it is required that an authentication apparatus can handle various types of paper sheets as targets of authentication to which fluorescent materials having different fluorescent light characteristics are applied respectively. This requires that a sensor can differentiate characteristics of fluorescence spectra emitted from fluorescent materials when the fluorescent materials are irradiated with excitation lights having different wavelengths.</p>', '<p id=""p-0009"" num=""0009"">It is known in the art that a fluorescence spectrophotometer can measure fluorescent light characteristics of various fluorescent materials. Such a fluorescence spectrophotometer emits excitation lights of all of the wavelengths in a predetermined wavelength range on a fluorescent material, and measures an intensity of light emitted by the fluorescent material per wavelength of the excitation light. The intensity is pertaining to a spectral information of the light emitted by the fluorescent material when irradiated with an excitation light of a particular wavelength. By using such a fluorescence spectrophotometer, it is possible to acquire the fluorescent light characteristic data of various fluorescent materials, and by using the acquired fluorescent light characteristic data, it is possible to perform the authentication of the paper sheets to which a fluorescent material is applied. However, fluorescence spectrophotometers are very costly; moreover, they are not suitable to perform authentication of a paper sheet on a partial region on which printing is performed by using an ink that contains a fluorescent material.</p>', '<p id=""p-0010"" num=""0010"">The present invention has been made to solve to the above-explained issues in the conventional techniques, and it is an object thereof to provide a paper sheet authentication apparatus with a simple structure that can speedily perform authentication of different types of paper sheets to which fluorescent materials having different characteristics of fluorescent light are applied.</p>']"
198,US10176673B2,Dart game apparatus and dart game method for providing game mode interworked with mobile game and computer-readable medium thereof,utility,"['<p id=""p-0008"" num=""0007"">The present disclosure has been made in an effort to provide a dart game mode which may be interworked with a mobile game in a dart game apparatus. The present disclosure has been made in an effort to allow a player to enjoy a dart game in which an entertainment aspect is enforced by interworking a dart game and a mobile game.</p>', '<p id=""p-0009"" num=""0008"">The present disclosure has been made in an effort to allow a player to enjoy a mobile game in which an entertainment aspect is enforced by interworking a dart game and a mobile game.</p>']"
199,US10176685B2,Image heat ray device and intrusion detection system using same,utility,"['<p id=""p-0007"" num=""0006"">Embodiments of the present invention provide an image passive infrared ray (IPIR) device capable of increasing reliability with respect to a report on an intrusion situation.</p>', '<p id=""p-0008"" num=""0007"">Embodiments of the present invention also provides an intrusion detection system capable of receiving, by a server, report information including an alarm signal which indicates an intrusion situation and images taken at a corresponding area received from the IPIR device and easily determining and responding to, by staff of a control center, whether the corresponding report is a false repot.</p>', '<p id=""p-0009"" num=""0008"">Embodiments of the present invention also provides an IPIR device capable of reducing false reports which occur when giving reports on intrusion situations and an intrusion detection system using the same.</p>']"
200,US10176686B2,System of living,utility,"['<p id=""p-0005"" num=""0004"">Monitoring systems are mostly related to alarm systems, which commonly have unresolved problems with false alarms triggered by animals and heedless users. In converse, the alarm is dependent on user activation and is otherwise unreactive to actual intrusion. The CCTV is incapable of alerting property management staff with possible security incidents—it is commonly for recording. The outcome is ineffective assurance of alert sending prior to and during intrusion of a space. An intruder also conveniently uses the elevator and endangers safety of tenants in different building territories. What remains an unresolved problem is to have in place a system to ensure sheer authorized entry into the monitored space without triggering false alarms.</p>', '<p id=""p-0006"" num=""0005"">The space inhabitant needs some conditions within a space at a “comfortable” state. Selected systems allow data display on the user\'s mobility: adjustment of those conditions demand manual input. It would be ideal to automate adjustment of those monitored conditions.</p>']"
201,US10176713B2,Emergency alert and warning apparatus,utility,"['<p id=""p-0011"" num=""0010"">Accordingly, the present invention has been made keeping in mind the above problems occurring in the related art, and an object of the present invention is to provide an emergency alert and warning apparatus, which is provided in a median strip or a guide rail of an expressway or the like, to alert a driver of a following vehicle to an emergency situation when a traffic accident occurs during nighttime driving by using a warning sound or a warning light, so that the driver can slow down, thereby preventing a secondary accident and preventing a major traffic accident.</p>']"
