,publication_number,patent_title,appl_type,negative_text
104,US10203539B2,Liquid crystal device,utility,"['<p id=""p-0007"" num=""0006"">The present invention is directed to providing a liquid crystal device, a method of manufacturing the liquid crystal device, and the use of the liquid crystal device.</p>']"
105,US10203558B2,Liquid crystal display device,utility,"['<p id=""p-0009"" num=""0008"">As described above, developments for applications such as smartphones and tablet PCs have recently been made so as to achieve liquid crystal panels having narrower frames and backlights having higher luminances, but these developments have resulted in an increased likelihood of stains (unevenness) at the edges of liquid crystal panel screens and the edges of box pattern displays. The defects at the edges of box pattern displays will be detected as burn-in.</p>', '<p id=""p-0010"" num=""0009"">The inventors have investigated the correlation between the above-described defects, such as burn-in and stains, and the reduction in seal part width for achieving liquid crystal panels having narrower frames. At the periphery of a liquid crystal panel, a seal part to be filled with a liquid crystal material is formed by stacking a TFT substrate and a color filter substrate on top of each other. The reduction in seal part width allows moisture, oxygen, and other impurities to readily permeate a liquid crystal layer from the outside of the liquid crystal panel. The inventors conducted tests to find that no defects occur when the liquid crystal panel is placed in a nitrogen atmosphere and that noticeable defects occur in an oxygen atmosphere, determining that the permeation of oxygen into the liquid crystal panel is a cause of the defects. That is to say, it is necessary to take measures to prevent oxidation in liquid crystal panels.</p>', '<p id=""p-0011"" num=""0010"">When a liquid crystal panel is manufactured by a liquid crystal one-drop fill process, a photocurable sealing material is applied to either of the substrates by drawing with a dispenser, and a liquid crystal material is dropped onto either of the substrates, after which the substrates are stacked on top of each other and then irradiated with UV light or visible light to cure the sealing material. The light to be applied is selected according to the main reactive wavelength of a photopolymerization initiator in the sealing material. However, at the periphery, it is necessary to provide space for disposing light-shielding members such as wires, and when the width of the seal part is narrow, sufficient space not overlapping the light-shielding members cannot be provided. In the light-shielding region overlapping the light-shielding members, the sealing material is not irradiated with sufficient light, thus leading to insufficient curing of the sealing material, and as a result, components, mainly, low-molecular components in the sealing material are likely to flow out into the liquid crystal material in the liquid crystal layer. The sealing material typically contains a photopolymerization initiator in addition to a major proportion of epoxy materials and acrylic materials, and if the highly reactive photopolymerization initiator flows out into the liquid crystal material, and light from a backlight having enhanced luminance is applied, defects are highly likely to occur. However, to achieve a liquid crystal panel having a narrower frame, it is necessary to reduce the seal part width while maintaining an overlapping area of the light-shielding region and the seal part, and thus it has been difficult to reduce the amount of outflow into the liquid crystal layer.</p>', '<p id=""p-0012"" num=""0011"">These various investigations have suggested that photopolymerization initiators cause burn-in and stains according to the following flow.</p>', '<p id=""h-0007"" num=""0000"">(1) Radical Generation</p>', '<p id=""p-0013"" num=""0012"">Upon irradiation of a liquid crystal panel with light (amount of energy: hν) from a backlight, an unreacted photopolymerization initiator, which has not reacted during a photocuring treatment of a sealing material, is excited to generate radicals, as expressed by the following formula (A-I). In particular, radicals are generated significantly when a backlight having enhanced luminance is used.</p>', '<p id=""p-0014"" num=""0013""><chemistry id=""CHEM-US-00001"" num=""00001"">']"
106,US10203594B2,Projector,utility,"['<p id=""p-0006"" num=""0007"">However, in the above-described projection device, the operation icon is sometimes shaded by the hand during operation, which may render operation difficult.</p>', '<p id=""p-0007"" num=""0008"">It is an object of the present invention to provide a projector in which the operation icon is easy to be seen, and which can be favorably operated.</p>']"
107,US10203597B2,Structure-manufacturing method using step-and-repeat imprinting technique,utility,"['<p id=""p-0007"" num=""0006"">In such step and repeat imprint technique, in a state where a small mold having a fine pattern is pressed against a resin layer of a large area, a procedure of curing the resin layer in an area pressed against the mold is repeated while changing the mold position to obtain a fine pattern of a large area. Since a good fine pattern is not obtained when the resin layer in a region not pressed against the mold is cured, curing of the resin layer in the region not pressed against the mold is suppressed in PTL 1 by increasing the oxygen concentration in the atmosphere.</p>', '<p id=""p-0008"" num=""0007"">Differently from PTL 1, the present inventor attempted to prevent curing of a resin layer in a region not pressed against a mold by pressing a mold against a part of a resin layer composed of a photo curable resin composition containing a photo initiator, and in a state of covering the resin layer in the region surrounding the mold with a shading mask, radiating curing light. However, as a result of an actual attempt at this method, due to the influence of stray light and the like, a phenomenon occurred that the resin layer was cured with a width of 1.5 mm or more even in the area covered with the shading mask. Hereinafter, such phenomenon is referred to as “in-mask curing corrosion”.</p>', '<p id=""p-0009"" num=""0008"">In such state, the present inventor attempted to suppress in-mask curing corrosion by reducing the amount of curing light radiation or decreasing the amount of added photo initiator. As a result of employing these mechanisms, the in-mask curing corrosion was suppressed, whereas curing of the resin layer in the area where the mold was instead pressed against for the fine pattern was insufficient and a new problem arose that the shape stability of the fine pattern to be transferred to the resin layer reduced.</p>', '<p id=""p-0010"" num=""0009"">The present invention has been made in view of such circumstances and is to provide a method of manufacturing a structure that is capable of suppressing the in-mask curing corrosion while minimizing influence on shape stability of a fine pattern to be transferred to a resin layer.</p>']"
108,US10203601B2,"Tetracarboxylic acid diester compound, polymer of polyimide precursor and method for producing same, negative photosensitive resin composition, patterning process, and method for forming cured film",utility,"['<p id=""p-0017"" num=""0014"">The present invention has been done in view of the circumstance, and an object thereof is to provide a tetracarboxylic acid diester compound which can be led to a polymer of a polyimide precursor that can be used as a base resin of a negative photosensitive resin composition which can form a fine pattern and can obtain high resolution, a polymer of a polyimide precursor obtained by using the tetracarboxylic acid diester compound and a method for producing the same.</p>', '<p id=""p-0018"" num=""0015"">In addition, the other objects are to provide a negative photosensitive resin composition using a polymer of a polyimide precursor as a base resin which can accomplish improvement in resolution due to large difference in dissolution rates between an unexposed portion (a portion dissolving in the developer) and an exposed portion (the portion which becomes insoluble in the developer by the crosslinking reaction, photopolymerization, etc.) of the negative pattern obtained by high solubility in the developer of an organic solvent in the patterning, i.e., high contrast in dissolution, without impairing the pattern profile by generating swelling, etc., when the development by an organic solvent is carried out, and to provide a negative photosensitive resin composition which can make an organic solvent when the development by an organic solvent is carried out a versatile and safety organic solvent.</p>']"
109,US10203616B2,"Electrophotographic photoreceptor, electrophotographic photoreceptor cartridge, and image forming apparatus",utility,"['<p id=""p-0010"" num=""0009"">However, particularly, in high-end models with long service life and high speed, as the load applied to the photoreceptor is large, dependency with respect to the photoreceptor in the abrasion resistance and the electrical properties after abrasion becomes larger, and thus the photoreceptor having higher level of the electrical properties and the abrasion resistance has been required. In other words, an object of the present invention is to provide an electrophotographic photoreceptor having remarkably excellent abrasion resistance while maintaining the residual potential, a cartridge using the electrophotographic photoreceptor, and an image forming apparatus.</p>']"
110,US10203647B2,"Bearing member, end member, photoreceptor drum unit, developing roller unit, process cartridge, and manufacturing method of bearing member",utility,"['<p id=""p-0015"" num=""0016"">However, with the inventions described in PTL 1 and in NPL 1, it is difficult to realize smooth attachment of the shaft member to the bearing member, smooth swing of the shaft member, and smooth attachment and detachment of the shaft member to and from the apparatus main body. In association with this, high accuracy is required for each member to achieve necessary functions, and there is a large influence due to non-uniformity in quality of the shaft member.</p>', '<p id=""p-0016"" num=""0017"">In addition, the coupling member (shaft member) and the drum flange (bearing member) which holds the coupling member described in PTL 1 are configured such that the spherical portion is directly held by the drum flange and the coupling member (shaft member) can swing. Therefore, it is necessary to forcibly insert and forcibly remove the spherical portion with a strong force when attaching the spherical portion to the drum flange (bearing member). In addition, there is a concern that the shaft member may be damaged due to the forcible inserting and forcible removing with a strong force, workability is also not excellent, and there is an influence on reuse of the shaft member.</p>', '<p id=""p-0017"" num=""0018"">Meanwhile, in the structure described in NPL 1, there is also a case where the inclination angle of the shaft member when the shaft member swings is restricted, and a sufficient angle of swing is not achieved. Accordingly, there is a case where smooth attachment and detachment of the process cartridge is interfered with, and it becomes difficult to reduce the size of the image forming apparatus.</p>', '<p id=""p-0018"" num=""0019"">In addition, in the inventions described in NPL 2 and in PTL 2, the shaft member (the coupling member in NPL 2, the coupling in PTL 2) does not include one spherical portion unlike PTL 1 and NPL 1, and cannot be employed in a case where the shaft member having the spherical portion is desired to be reused. In addition, assemblability is not considered in the structure described in the literatures, and it is demanded to improve productivity or the assemblability and disassemblability for reuse. Furthermore, regarding the productivity, a specific method of integrally forming the bearing member main body by the structure of the disclosed bearing member main body, is not described.</p>', '<p id=""p-0019"" num=""0020"">In addition, in the structure of the coupling (shaft member) described in PTL 2, a direction or a range of swing is limited, and desired swing is not achieved. Accordingly, the phase of the photoreceptor drum when attaching and detaching the process cartridge to and from the apparatus main body is limited, and for example, there is a possibility that the process cartridge may not be able to be detached when the image forming apparatus is stopped due to paper jamming or the like, and there is also a situation where workability is significantly degraded.</p>', '<p id=""p-0020"" num=""0021"">Here, in consideration of the above-described problems, an object of the present invention is to provide an end member which operates more smoothly, is unlikely to be influenced by non-uniformity in the quality of the shaft member, and has excellent assemblability, disassemblability and productivity, and with which transmission of the rotating force which is the same as that in the related art, and attachment to and detachment from the apparatus main body are possible. In addition, an object of the present invention is to provide a bearing member, a photoreceptor drum unit, a developing roller unit, and a process cartridge.</p>']"
111,US10203650B2,Powder container and image forming apparatus,utility,"['<p id=""p-0007"" num=""0006"">The cylindrical toner container is in an arbitrary posture in the rotation direction when an operator inserts the toner container in the main body of the image forming apparatus.</p>', '<p id=""p-0008"" num=""0007"">The toner container described in PTL 1 includes a protrusion serving as an identifier shape portion on the front end surface. The protrusion is arranged such that a distance from the center of the front end surface in the radial direction varies depending on the type of the toner container. On a rotary member serving as a drive output unit of the image forming apparatus, a number of recesses serving as main-body identifier shape portions of the apparatus are provided on the same circumference centered at a point that faces the center of the front end surface when the toner container is set.</p>', '<p id=""p-0009"" num=""0008"">In the configuration described in PTL 1, if the distance of the protrusion of the toner container from the center and the distances of the recesses of the main body of the image forming apparatus from the center in the radial direction match each other, the protrusion can interlock with any of the recesses regardless of the posture of the toner container in the rotation direction. In contrast, if the distance of the protrusion of the toner container from the center and the distances of the recesses of the main body of the image forming apparatus from the center in the radial direction do not match each other, the protrusion cannot interlock with any of the recesses. Therefore, the toner container cannot be inserted to the rear end of the main body of the image forming apparatus, and an operator can determine erroneous setting at the time of setting.</p>', '<p id=""p-0010"" num=""0009"">In the toner container described in PTL 1, identifier shape portions with protrusions at different positions on a straight line in the radial direction function as identifiers for different types of toner containers. In the toner container, it is possible to provide a certain number of the identifier shape portions in accordance with the number of the protrusions that can be arranged at different distances from the center of the front end surface in the radial direction.</p>', '<p id=""p-0011"" num=""0010"">However, in the toner container described in PTL 1, it is only possible to provide the same number of types of the identifier shape portions as the number of the protrusions that can be arranged at different distances from the center of the front end surface of the toner container in the radial direction. Therefore, the types of the identifier shape portion are limited, and the types of the toner containers that can be shared except for the identifier shape portions are limited. Consequently, it is difficult to adequately reduce cost for the toner replenishing device and the toner container.</p>', '<p id=""p-0012"" num=""0011"">The present invention has been conceived in view of the above circumstances, and there is a need for a powder container capable of using differences in positions in a direction different from the radial direction as differences in identifier shape portions, and an image forming apparatus including the powder container.</p>']"
112,US10203681B2,Sequence-program-creation supporting apparatus,utility,"['<p id=""p-0012"" num=""0011"">Conventionally, when control data of a dedicated command is set, an operator who creates a sequence program needs to manually create a program for storing setting values into devices of a programmable logic controller. When an unskilled operator creates a sequence program, there is a problem in that the creation takes time because of errors of setting values and/or errors of a program in which such setting is omitted.</p>', '<p id=""p-0013"" num=""0012"">Devices in which control data is stored are desirably not to be used in uses other than the control data storage. It is necessary to clearly indicate that the devices are for the control data storage. As means for clearly indicating the use of the devices, there is a method of adding a device comment (allocating a character string to each of the devices). However, there is a problem in that it takes time to manually add a comment to each of the devices.</p>', '<p id=""p-0014"" num=""0013"">The invention disclosed in Patent Literature 1 does not display all usable commands corresponding to a unit. Therefore, when an un-extracted command word is input, creation of a program is not supported. The invention disclosed in Patent Literature 2 does not disclose anything about automatically inputting comments (device comments) input to a sequence program together with devices. In the invention disclosed in Patent Literature 3, because an operator himself/herself inputs commands and memory addresses for designating devices, it is likely that an error occurs in setting. The invention disclosed in Patent Literature 4 does not disclose anything about acquiring configuration information of extension units and displaying a list of command words corresponding to relevant extension units.</p>', '<p id=""p-0015"" num=""0014"">The present invention has been devised in view of the above and it is an object of the present invention to obtain a sequence-program-creation supporting apparatus that facilitates operation of a device that stores a dedicated command described in a sequence program and control data of the dedicated command.</p>']"
113,US10203687B2,Numerical control device,utility,"['<p id=""p-0009"" num=""0009"">However, the conventional techniques mentioned above do not target a contour plane in orthogonal three-axis machining. Therefore, the techniques cannot realize control for targeting movement in a direction of an axis that is not included in a contour plane in the contour machining.</p>', '<p id=""p-0010"" num=""0010"">The present invention has been achieved in view of the above circumstances, and an object of the present invention is to provide a numerical control device that is capable of controlling an output of a movement command in a direction of an axis that is not included in a designated machining plane.</p>']"
114,US10203726B2,Rollable display device,utility,"['<p id=""p-0007"" num=""0006"">The present invention is directed to providing a rollable display device in which the same patterns are formed on an exterior material and an electrode assembly of a flexible battery, and thus performance of a battery may be prevented from being degraded even when the display is rolled.</p>', '<p id=""p-0008"" num=""0007"">In addition, the present invention is also directed to providing a rollable display device in which a supporting member is disposed on at least one surface of a flexible battery, thus a display and the flexible battery may be prevented from being twisted and thus may be prevented from being excessively deformed, and the flexible battery may be prevented from being penetrated and thus may be prevented from being broken.</p>', '<p id=""p-0009"" num=""0008"">In addition, the present invention is also directed to providing a rollable display device in which a supporting member and a flexible battery are covered by a fabric layer including a silver nanomaterial, and thus may provide a beneficial effect to a human body and block electromagnetic waves.</p>']"
115,US10203739B2,Electronic device for controlling power and method therefor,utility,"['<p id=""p-0006"" num=""0005"">Accordingly, the portable electronic device uses a limited battery capacity so that users have inconvenience when using the electronic device.</p>', '<p id=""p-0007"" num=""0006"">An embodiment of the present invention may provide a device and method for reducing power consumption in a portable electronic device.</p>', '<p id=""p-0008"" num=""0007"">An embodiment of the present invention may provide a device and method for applying a different power consumption policy for each application program in a portable electronic device.</p>', '<p id=""p-0009"" num=""0008"">An embodiment of the present invention may provide a device and method for applying a different power consumption level for driving an application program according to the battery remaining capacity for each application program in a portable electronic device.</p>', '<p id=""p-0010"" num=""0009"">An embodiment of the present invention may provide a device and method for reducing power consumption according to an application program based on a power consumption level of the application program determined by a user in the portable electronic device.</p>']"
116,US10203755B2,Input apparatus and control method for input apparatus,utility,"['<p id=""p-0011"" num=""0011"">The techniques disclosed in the above Patent Documents 1 and 2, however, merely vibrate the touch sensor when the touch sensor receives an input. Therefore, in using the input apparatus having the button switch such as a mechanical push-button switch (push-type button switch) graphically depicted on the touch sensor having a low threshold to receive the input, a tactile sensation is provided when the finger or the like lightly contacts (touches) the touch sensor. It may trigger erroneous operations by responding to an unintentional motion (touch) before the operator pushes the touch sensor and bring a feeling of strangeness to the operator upon such an unintentional motion (touch). Here, the threshold for the touch sensor to receive a touch input is a threshold at which the touch sensor responds. For example, for a touch sensor of the resistive film type, the threshold is a threshold of a pressure at which an upper conductive film is contacted to a lower conductive film and, for a touch sensor of the capacitive type, the threshold is a threshold for detection of an electric signal by contact.</p>', '<p id=""p-0012"" num=""0012"">In order to clear such a disadvantage, the applicant has developed an input apparatus which detects the pressure load of touch to the touch face of the touch sensor and, when the detected load reaches a predetermined threshold to provide the tactile sensation, vibrates the touch face of the touch sensor such that the tactile sensation is provided to a pressing object such as the finger and the like.</p>', '<p id=""p-0013"" num=""0013"">According to this input apparatus, since the tactile sensation is provided when the operator pushes the touch face and the pressure load reaches the predetermined threshold, it is possible to allow the operator to perceive reception of an input while reliably preventing erroneous operations triggered by the unintentional touch described above and the feeling of strangeness.</p>', '<p id=""p-0014"" num=""0014"">Incidentally, the input apparatus needs a load sensor to detect the pressure load on the touch sensor and an actuator to vibrate the touch sensor in addition to basic components such as the touch sensor and a control unit. This leads to increase in the number of components and cost as well as a size of the apparatus to retain necessary space for the components. Therefore, there is room for improvement in implementation of the input apparatus described above, in terms of the cost and downsizing of the input apparatus.</p>', '<p id=""p-0015"" num=""0015"">An object of the present invention, in consideration of such issues, is to provide an input apparatus and a control method of the input apparatus appropriately configured to enable cost reduction and downsizing.</p>']"
117,US10203850B2,"Data editing apparatus, data editing method, and data editing program",utility,"['<p id=""p-0013"" num=""0012"">However, if the screen data in the project data of the diversion source is simply copied into the project data of the diversion destination, there is a problem that wrong data are displayed in the diverted screen data in a case where a label identical to the label used in the screen data of the diversion source has been already used in the project data of the diversion destination. Therefore, it is not easy to divert screen data in certain project data to the other project data.</p>', '<p id=""p-0014"" num=""0013"">Patent Literature 1 discloses a technique for converting address unresolved screen data that are screen data having a variable which is not associated with a memory address in the PLC into address solved screen data that are screen data having a variable which is associated with the memory address in the PLC, based on variable allocation information read from the PLC (Paragraph 0008). However, Patent Literature 1 does not disclose the diversion of certain screen data to other screen data.</p>', '<p id=""p-0015"" num=""0014"">Patent Literature 2 discloses storing label-device data D<sub>LD </sub>in which a label is associated with a device (Paragraph 0023). Further, Patent Literature 2 discloses that a label list that is a list of set labels is displayed at the time of editing a control program CP (Paragraph 0029). Also, Patent Literature 2 discloses a technique for extracting a label for the other device that is a label of a device connected to the other PLC from among labels in a control program for each control program of each PLC, classifying the extracted label for the other device in PLCs, and creating label list information for the other device (Paragraph 0059). However, Patent Literature 2 does not disclose diversion of a certain control program to another control program.</p>', '<p id=""p-0016"" num=""0015"">Patent Literature 3 discloses a sequence program creating device including: program searching means for searching for a device used in a sequence program; table device searching means for searching a specified label-device table for the device obtained by the program searching means; label obtaining means for obtaining a label associated with the device from the label-device table; and program modifying means for replacing the device of the sequence program with the label (claim 4). However, Patent Literature 3 does not disclose diversion of a certain sequence program to another sequence program.</p>', '<p id=""p-0017"" num=""0016"">The present invention has been made in consideration of the above. An object of the present invention is to provide a data editing apparatus which can easily divert screen data in certain project data to other project data.</p>']"
118,US10203851B2,Defect classification apparatus and defect classification method,utility,"['<p id=""p-0013"" num=""0012"">The manual classification described in the Background Art is an operation in which a user visually recognizes appearance features of defect regions in captured SEM images and circuit patterns in defect regions or around the defect regions and classifies them into multiple defect classes defined beforehand. This operation requires the user to select, from among a large number of images in which images of multiple different classes coexist, images of each class, and to add the class to the images, so that this operation has a problem in that it has a large load on the user and takes a time.</p>', '<p id=""p-0014"" num=""0013"">In addition, according to the technology disclosed in PTL 1, as described above, the manual classification remains placed at an important position. According to the technologies disclosed in PTLs 2 and 3, insufficiency in resolution or the like does not always produce correct results. Accordingly, an operation (correcting operation) that requires recognition of results by the user and manual separation of images in classification results in each class. However, this operation has a problem in that it has a large load on the user.</p>', '<p id=""p-0015"" num=""0014"">Accordingly, it is an object to provide a GUI having a less load on a user, a classification apparatus, a classification method, a program, and a storage medium storing the program.</p>', '<p id=""p-0016"" num=""0015"">The above object and other objects, and new features of the present invention will become apparent from the description of this specification and the accompanying drawings.</p>']"
119,US10204003B2,Memory device and storage apparatus,utility,"['<p id=""p-0007"" num=""0006"">With the technology of PTL 1, when a failure occurs in a part of a non-volatile semiconductor memory in a memory device, the memory device is closed even in the presence of a large number of other available parts (a die or a chip of the memory), each having high quality. This results in a need for such a memory device to be replaced. As a capacity is increased in a memory device, an available capacity still remains to be large even when a failure occurs in a partial area. Therefore, the closing of the memory device for the partial failure results in a lot of wasting. With the occurrence of the failure, accordingly, there is a possibility of avoiding the closure of the memory device provided that a controller in the memory device inspects the whole non-volatile semiconductor memory to specify a failure region. However process for inspecting the whole non-volatile semiconductor memory causes a load to increase, resulting in performance degradation of the memory device.</p>']"
120,US10204107B2,Recording and reproducing data based on conversion of data format,utility,"['<p id=""p-0013"" num=""0012"">The present disclosure is devised, for example, in light of the above-mentioned circumstances and an object of the present disclosure is to provide an information processing device, an information recording medium, an information processing method, and a program enabling an application performing a process of generating or reproducing record data compatible with a specific file system to perform a process on data compatible with another different file system.</p>', '<p id=""p-0014"" num=""0013"">Specifically, an object of the present disclosure is to provide an information processing device, an information recording medium, an information processing method, and a program capable of enabling use of media compatible with different file systems such as Blu-ray Disc (registered trademark) and a flash memory.</p>']"
121,US10204242B2,Card insertion and ejection mechanism and card processing device,utility,"['<p id=""p-0009"" num=""0008"">As described above, it becomes possible to prevent skimming when the card insertion and ejection part described in Patent Literature 1 is mounted forward of a card reader. It is now considered that the card <b>102</b> shown in <figref idref=""DRAWINGS"">FIG. 11</figref> is processed in a card reader provided with the card insertion and ejection part described in Patent Literature 1, the card insertion and ejection part being mounted forward of the card reader. A magnetic head is disposed in an inside of the card reader at a position where the magnetic stripe <b>102</b><i>b </i>of the card <b>102</b> sent from the card insertion and ejection part in a correct orientation is passed. When the card <b>102</b> is sent into the card reader in the correct orientation, the card reader is capable of processing the card <b>102</b>. It is assumed in the following that the case where the card <b>102</b> is sent into the card reader in the correct orientation refers to a case where the card <b>102</b> is sent into the card reader from one end face <b>102</b><i>f </i>side in the longitudinal direction of the card <b>102</b> with a front face <b>102</b><i>e </i>of the card <b>102</b> directed upward.</p>', '<p id=""p-0010"" num=""0009"">As described above, in the card insertion and ejection part described in Patent Literature 1, the card <b>102</b> which has been inserted so that the short widthwise direction of the card <b>102</b> is coincided with the inserting direction of the card <b>102</b> is turned in the certain direction at the certain angle by the card rotating mechanism. Accordingly, when the card <b>102</b> is inserted into the card insertion and ejection part from an end face <b>102</b><i>d </i>side with the front face <b>102</b><i>e </i>directed upward as shown in, for example, <figref idref=""DRAWINGS"">FIG. 12A</figref> the card <b>102</b> is turned at a 90° angle in a counterclockwise direction in <figref idref=""DRAWINGS"">FIGS. 12A to 12D</figref>, and then is sent into the card reader from the end face <b>102</b><i>f </i>side as shown in <figref idref=""DRAWINGS"">FIG. 12B</figref>. In this case, the card reader is capable of processing the card <b>102</b> since the card <b>102</b> is sent into the card reader in the correct orientation.</p>', '<p id=""p-0011"" num=""0010"">On the other hand, when the card <b>102</b> is inserted into the card insertion and ejection part from an end face <b>102</b><i>c </i>side with the front face <b>102</b><i>e </i>directed upward as shown in, for example, <figref idref=""DRAWINGS"">FIG. 12C</figref>, the card <b>102</b> is turned at a 90° angle in the counterclockwise direction in <figref idref=""DRAWINGS"">FIGS. 12A to 12D</figref>, and then is sent into the card reader from the other end face <b>102</b><i>g </i>side in the longitudinal direction of the card <b>102</b> as shown in <figref idref=""DRAWINGS"">FIG. 12D</figref>. The card reader is therefore incapable of processing the card <b>102</b>. Also when the card <b>102</b> is inserted into the card insertion and ejection part with the rear face <b>102</b><i>a </i>directed upward, the card <b>102</b> is turned at a 90° angle in the counterclockwise direction in <figref idref=""DRAWINGS"">FIGS. 12A to 12D</figref>, and then is sent into the card reader. The card reader is therefore incapable of processing the card <b>102</b>.</p>', '<p id=""p-0012"" num=""0011"">As described above, when the card insertion and ejection part described in Patent Literature 1 is mounted forward of the card reader, the card <b>102</b> is possibly sent into the card reader in an orientation incapable of being processed by the card reader. If the card <b>102</b> is sent into the card reader in the orientation incapable of being processed by the card reader, the card <b>102</b> sent into the card reader is returned to the card insertion and ejection part and is turned by the card rotating mechanism. Thereafter, the card <b>102</b> is ejected from the card insertion and ejection part and is inserted into the card insertion and ejection part in the correct orientation. Therefore, a card processing time is increased if the card <b>102</b> is sent into the card reader in the orientation incapable of being processed by the card reader.</p>', '<p id=""p-0013"" num=""0012"">In view of the problem described above, at least an embodiment of the present invention provides a card insertion and ejection mechanism to be mounted forward of a card reader structured to process a card formed in a substantially rectangular shape by conveying the card so that a longitudinal direction of the card is coincided with a conveying direction of the card, the card insertion and ejection mechanism being capable of preventing skimming and capable of sending the card into the card reader in an orientation capable of being processed by the card reader even when the card is inserted into the card insertion and ejection mechanism in any orientation. Further, at least an embodiment of the present invention provides a card processing device including the card insertion and ejection mechanism.</p>']"
122,US10204249B2,Information code reading system and information code reader,utility,"['<p id=""p-0009"" num=""0008"">In the case where image data obtained from the information code is sent to the server, secret data will not be sent directly to the server, thereby providing improved security. However, there is another difficulty raised in such a system. That is, a transmission time necessary for the transmission is forced to be longer with an increase in the size of image data. This means that the transmission of the image data from the information code reader to the server requires a longer time. This results in a lowered reading speed in the information code reader.</p>']"
123,US10204321B2,Device for searching and method for searching for similar breakdown cases,utility,"['<p id=""p-0007"" num=""0006"">In the technique disclosed in Patent Literature 1, it is assumed that the conditions of machines at the present time are the same as those of the machines at the time of past cases. In actuality, with the tenure of use, the conditions of the machines change owing to the replacement or repair of components of the machines such as engines and the like in common usages.</p>', '<p id=""p-0008"" num=""0007"">In consideration of maintenance conditions that occurred in these machines; it cannot be said that past cases and measures taken in response to the past cases necessarily serve as useful references to the present abnormality case.</p>', '<p id=""p-0009"" num=""0008"">The present invention was achieved with the above-mentioned problem in mind, and a main object of the present invention is to provide a device for searching and a method for searching for similar breakdown cases, wherein the past cases can be more appropriately searched for while maintenance conditions are taken into consideration.</p>']"
124,US10204381B2,Reciprocal distribution calculating method and reciprocal distribution calculating system for cost accounting,utility,"['<p id=""p-0008"" num=""0007"">The inventive concept provides a reciprocal distribution calculating method and a reciprocal distribution calculating system for cost accounting, in which calculation of reciprocal distribution costs may be performed easily and fast.</p>']"
125,US10204404B2,Image processing device and image processing method,utility,"['<p id=""p-0009"" num=""0008"">Incidentally, in order to generate a desired relighting image, it may be preferable to adjust not only the intensity of the light source which is adjusted in PTL 1, but also an illumination position, an illumination direction or the like. The adjustment of the illumination position, the illumination direction or the like is performed by operating a mouse or the like while viewing a screen of a display device in, for example, computer graphics or the like. In addition, the setting of the illumination position, the illumination direction or the like is also performed by directly inputting three-dimensional coordinates or the like. However, in such a method of the related art, since it is different for a user to intuitively ascertain the illumination position, the illumination direction or the like, the arrangement of illumination in a suitable place is not facilitated.</p>', '<p id=""p-0010"" num=""0009"">Consequently, in the present disclosure, it is desirable to provide an image processing device and an image processing method which are capable of easily setting an illumination environment when a subject image under a desired illumination environment is generated.</p>']"
126,US10204420B2,"Low latency simulation apparatus and method using direction prediction, and computer program therefor",utility,"['<p id=""p-0006"" num=""0005"">An aspect of this disclosure is directed to providing an apparatus and method for simulation, which has low latency by correcting a time delay between a signal measured by a sensor and an image displayed, and a computer program for the same.</p>']"
127,US10204469B2,Banknote processing device,utility,"['<p id=""p-0005"" num=""0004"">In the banknote depositing/dispensing apparatus described in Patent Document 1, both of the transport unit housed in the upper housing and the storage unit housed in the protective housing are configured to be drawn forward of the apparatus. Thus, the maintenance person is able to access the inside of the apparatus only through the front of the apparatus. For this reason, this banknote depositing/dispensing apparatus may have poor maintainability.</p>', '<p id=""p-0006"" num=""0005"">In view of the foregoing, it is therefore an object of the present disclosure to improve the maintainability of a banknote handling apparatus.</p>']"
128,US10204494B2,Haptic information provision device,utility,"['<p id=""p-0010"" num=""0009"">Accordingly, the present invention has been made to solve the above problems of the prior art, and an object of the present invention is to provide a tactile information supply device capable of more effectively transmitting information such as route guidance and text alarm.</p>', '<p id=""p-0011"" num=""0010"">Another object of the present invention is to provide a tactile information supply device capable of effectively receiving tactile information even when the user has difficulty in receiving information in the form of visual and auditory information.</p>', '<p id=""p-0012"" num=""0011"">Still another object of the present invention is to provide a tactile information supply device that is worn on a part of the user\'s body and transmits various tactile information such as vibration, brushing, constriction, beating, pressing, tapping and tilting to the user.</p>', '<p id=""p-0013"" num=""0012"">Yet another object of the present invention is to provide a tactile information supply device capable of performing navigation operation by providing directional information such as the remaining distance to the destination, the point of turning directions, the location of parked vehicles or the route guidance toward exterior or interior stores through tactile sensations to the user, even when the user is in conversation or has difficulty in turning his/her gaze.</p>']"
