,publication_number,patent_title,appl_type,positive_text
100,US10175346B2,Laser radar apparatus and wind velocity observation method,utility,"['<p id=""p-0023"" num=""0022"">Because the wind velocity searching unit according to the present invention is configured so as to, when a spectrum signal calculated by the spectrum calculating unit is one in a range bin having a signal strength less than the first threshold, determine the search center of the search scope for a Doppler frequency corresponding to a wind velocity in the range bin by using the wind velocity model selected by the wind velocity model selecting unit, and search for the wind velocity in the range bin from the spectrum signal within the search scope whose search center is determined thereby, there is provided an advantage of being able to reduce the probability that the peak of noise is detected erroneously as the peak of the spectrum signal, and calculate the wind velocity with a high degree of accuracy.</p>']"
101,US10175390B2,Face protective optical element,utility,"['<p id=""p-0011"" num=""0011"">In the optical element of the present invention, a plurality of structures are disposed on the opposite surfaces of the transparent substrate at a pitch equal to or less than the wavelength of visible light. Therefore, the present invention can provide a face protective transparent optical member that reflects a reduced amount of light even under a lighting system with very high intensity.</p>', '<p id=""p-0012"" num=""0012"">Since the surfaces of the optical element of the present invention are hydrophilic, water contained in breath immediately spreads evenly, so that fogging is prevented. Therefore, the present invention can provide a face protective optical member that resists fogging and has high transmittance.</p>', '<p id=""p-0013"" num=""0013"">Therefore, the face protector using the optical element of the present invention can provide an environment free of poor visibility caused by fogging or glare by reflected light in a face protection application for a surgical operation, a dental treatment, etc. in which objects flying toward the face are generated.</p>']"
102,US10175402B2,Phase difference film layered body having layer with specified ratio of polyphenylene ether to polystyrene-based polymer and method for producing the same,utility,"['<p id=""p-0017"" num=""0032"">The phase difference film layered body of the present invention has high strength and thus can be stably produced even when the phase difference film is thin.</p>', '<p id=""p-0018"" num=""0033"">According to the method for producing the phase difference film layered body of the present invention, a phase difference film layered body that enables stable production of a thin phase difference film can be produced.</p>', '<p id=""p-0019"" num=""0034"">According to the method for producing the phase difference film of the present invention, breakage during production can be prevented, and a thin phase difference film can be stably produced.</p>']"
103,US10175403B2,"Optical member, polarizing plate set, and liquid crystal display apparatus",utility,"['<p id=""p-0014"" num=""0013"">According to an embodiment of the present invention, in the optical member including the polarizing plate, the reflective polarizer, and the prism sheet, the reflection characteristic of the reflective polarizer in the predetermined direction is optimized. Thus, the optical member can realize a liquid crystal display apparatus having high illuminance. Further, the polarizing plate and the prism sheet are integrated, and hence the optical member according to an embodiment of the present invention can realize a liquid crystal display apparatus excellent in mechanical strength.</p>']"
104,US10175471B2,Imaging device including a control unit configured to counteract vibration,utility,"['<p id=""p-0016"" num=""0016"">According to the imaging device of the present invention, the mirror can be driven in a wide driving range and at a fast response speed.</p>']"
105,US10175486B2,Optical assembly for head-mounted display and head-mounted display,utility,"['<p id=""p-0018"" num=""0017"">According to the present invention, both a reduction in size and weight and a good optical performance can be achieved.</p>']"
106,US10175494B2,"Polarizing plate suitable for liquid crystal display device capable of displaying three-dimensional images, and liquid crystal display device",utility,"['<p id=""p-0029"" num=""0030"">When the polarizer of the present invention is used to form a liquid crystal display device for displaying three-dimensional images, at least the following effects (1) and (2) are obtained.</p>', '<p id=""p-0030"" num=""0031"">(1) When a polarizing filter commonly used by a viewer is disposed so that the polarization axis of the polarizing filter is parallel to the polarization axis of a polarizing film on the viewing side of the liquid crystal display device, the brightness of light emitted from the liquid crystal display device and passing through the polarizing filter does not significantly decrease, as compared to when a conventional polarizer is used.</p>', '<p id=""p-0031"" num=""0032"">(2) When the polarizing filter is disposed so that the polarization axis of the polarizing filter is orthogonal to the polarization axis of the polarizing film, light emitted from the liquid crystal display device and passing through the polarizing filter has sufficient brightness for making three-dimensional images visible.</p>', '<p id=""p-0032"" num=""0033"">Therefore, the use of a liquid crystal display device for three-dimensional image display using the polarizer of the present invention allows a viewer wearing a polarizing filter to enjoy three-dimensional images that are substantially as clear as conventional three-dimensional images when the viewer views the liquid crystal display screen in a posture such that the polarization axis of the filter is parallel to the polarization axis of the polarizing film. The viewer can also enjoy three-dimensional images when the viewer views the liquid crystal display screen in a posture such that the polarization axis of the polarizing filter is orthogonal to the polarization axis of the polarizing film.</p>', '<p id=""p-0033"" num=""0034"">The conventional polarizer as mentioned herein is one using, as the protective film of the polarizing film, a non-oriented film or an oriented film in which the orientation axis of the oriented film or an axis orthogonal to the orientation axis is parallel to the polarization axis of the polarizing film. The “axis orthogonal to the orientation axis of the oriented film” is appropriately abbreviated as the “orthogonal axis” hereinafter.</p>', '<p id=""p-0034"" num=""0035"">Moreover, when the preferred polarizer of the present invention is used to form a liquid crystal display device comprising white light-emitting diodes as a light source, the occurrence of rainbow unevenness can be suppressed when the liquid crystal display screen is viewed from any direction through a polarizing filter. Accordingly, the use of the preferred polarizer of the present invention makes images visible from any direction, without allowing rainbow unevenness to impede recognition of the precise images.</p>']"
107,US10175512B2,Light sensor attachment structure of image display device,utility,"['<p id=""p-0048"" num=""0050"">According to the present invention, the front and back surfaces of the tubular cushion are bonded to the respective predetermined positions. Thus, the distance between the area serving as a measurement light source on the back surface of the reflection sheet and the optical sensor is kept constant. The area of the area serving as a measurement light source on the back surface of the reflection sheet is also kept constant. As a result, the amount of light from the backlight can be measured accurately.</p>', '<p id=""p-0049"" num=""0051"">According to the present invention, there is provided a high-quality image display device that accurately measures the amount of light from the backlight to control the luminance of the backlight. Further, there can be provided an image display device including the optical sensor mounting structure of the present invention without making a large change to the design.</p>']"
108,US10175513B2,Light sensor attachment structure of image display device,utility,"['<p id=""p-0051"" num=""0050"">According to the present invention, the front and back surfaces of the tubular cushion are bonded to the respective predetermined positions. Thus, the distance between the area serving as a measurement light source on the back surface of the reflection sheet and the optical sensor is kept constant. The area of the area serving as a measurement light source on the back surface of the reflection sheet is also kept constant. As a result, the amount of light from the backlight can be measured accurately.</p>', '<p id=""p-0052"" num=""0051"">According to the present invention, there is provided a high-quality image display device that accurately measures the amount of light from the backlight to control the luminance of the backlight. Further, there can be provided an image display device including the optical sensor mounting structure of the present invention without making a large change to the design.</p>']"
109,US10175520B2,Display apparatus,utility,"['<p id=""p-0022"" num=""0021"">As described above, the present invention provides a novel and improved display apparatus which can effectively diffuse heat generated by a heat source such as an LED when the heat source is arranged at aside surface of at least one side of a display panel.</p>']"
110,US10175542B2,Liquid crystal display device,utility,"['<p id=""p-0024"" num=""0023"">According to an embodiment of the present invention, there is provided a liquid crystal display device which excels in both response characteristics and display quality and which is suitable for use as a see-through display, such that blur can be suppressed in a mode of displaying under which the background is allowed to be seen while controlling transmittance in a pixel-by-pixel manner.</p>']"
111,US10175544B2,"Connection body, method for manufacturing a connection body, connecting method and anisotropic conductive adhesive agent",utility,"['<p id=""p-0016"" num=""0016"">According to the present disclosure, because the conductive particles of the anisotropic conductive adhesive agent are regularly arranged and diameter of the conductive particles is at most ½ of the height of the connecting electrodes of the electronic component, agglomeration of the conductive particles does not occur between the connecting electrodes and distance between particles is maintained. Therefore, even in the case of a reduced cross-sectional area between the connecting electrodes, inter-terminal short circuits can be prevented.</p>']"
112,US10175552B2,"Optical module, optical observation device, and light exposure device",utility,"['<p id=""p-0019"" num=""0018"">According to the present invention, it is possible to enable miniaturization of an entire optical system in an optical module, an optical observation apparatus, and a light irradiation apparatus in which a plurality of SLMs are arranged optically in series.</p>']"
113,US10175567B2,Light source device including a magnetic or capacitance detecting sensor and an image projection apparatus including the light source device,utility,"['<p id=""p-0018"" num=""0017"">The present invention has an effect capable of contributing to improvement in safety to laser beam, when a diffusion member does not exist in a traveling optical path of light beam in a normal state even if the diffusion member does not deviate from the traveling optical path of the light beam, and when the diffusion member deviates from the traveling optical path of the light beam.</p>']"
114,US10175573B2,Curable composition and color filter,utility,"['<p id=""p-0014"" num=""0030"">According to this invention, there is provided a colored curable composition having a good chemical resistance, and being capable of forming a good colored layer pattern.</p>']"
115,US10175576B2,"Curable composition for photo imprints, method for forming pattern, fine pattern, and method for manufacturing semiconductor device",utility,"['<p id=""p-0032"" num=""0034"">According to the present invention, it now becomes possible to provide a curable composition for photo imprints excellent in the mold releasability, and also to provide a curable composition for photo imprints excellent in the ink jettability.</p>']"
116,US10175577B2,"Photosensitive resin composition, method for manufacturing patterned cured film, and electronic component",utility,"['<p id=""p-0028"" num=""0027"">According to the invention it is possible to provide a photosensitive resin composition that leaves no residue or has sufficiently reduced generation of residue during development, or in other words exhibits excellent developability, while also limiting film loss at unexposed sections during development, and having satisfactory contrast. In addition, the photosensitive resin composition of the invention has satisfactory photosensitive properties (sensitivity and resolution), the obtained patterned cured film has satisfactory mechanical properties (breaking elongation and elastic modulus) and pattern melt resistance, and the haze value of the patterned cured film can be minimized. Also according to the invention, it is possible to provide a method for manufacturing a patterned cured film using the photosensitive resin composition, and an electronic component comprising the patterned cured film.</p>']"
117,US10175594B2,Toner set,utility,"['<p id=""p-0022"" num=""0021"">According to the present invention as described above, any of the three toners of the toner set has a specific absolute value of an average of q/d and a specific standard deviation (SD) of q/d, and the maximum value of a difference (Δq/d) between average values of q/d for any two of the three toners constituting the toner set and the maximum value of a difference (ΔSD) between standard deviations of q/d is in a specific range so that it is possible to provide a toner set excellent in fine line reproducibility and color stability.</p>']"
118,US10175596B2,Electrostatic latent image developing toner,utility,"['<p id=""p-0009"" num=""0008"">According to the present invention, an electrostatic latent image developing toner can be provided that is excellent in heat-resistant preservability, low-temperature fixability, and charge decay characteristic and that hardly causes toner adhesion (for example, toner adhesion to a development sleeve) even in continuous printing, and a production method thereof.</p>']"
119,US10175597B2,Liquid developer and method of producing same,utility,"['<p id=""p-0019"" num=""0019"">The present invention can provide a liquid developer that is reusable, that can accommodate faster process speeds, and that produces a high image density while suppressing the appearance of image blurring.</p>']"
120,US10175656B2,Smartwatch and control method thereof,utility,"['<p id=""p-0016"" num=""0015"">According to an embodiment, since threshold angles for performing a command are differently provided according to the position and direction of rotation of a smartwatch, a smartwatch control method considering the physical characteristics of a user can be provided. As such, malfunction of the smartwatch can be prevented when performing a command through rotation of the smartwatch.</p>', '<p id=""p-0017"" num=""0016"">According to another embodiment, since a command corresponding to rotation of the smartwatch is determined according to a currently executed or displayed application, the disclosure can provide a more rapid and convenient smartwatch control method.</p>', '<p id=""p-0018"" num=""0017"">According to a further embodiment, since a command corresponding to an event is performed according to rotation of the smartwatch sensed within a predetermined period of time after the event is generated, the disclosure can provide a more intuitive and convenient smartwatch control method.</p>', '<p id=""p-0019"" num=""0018"">According to still another embodiment, since a command is performed according to rotation of the smartwatch when the rotation speed of the smartwatch exceeds a predetermined speed, malfunction of the smartwatch can be prevented.</p>']"
121,US10175664B2,Sensor information complementing system and sensor information complementing method,utility,"['<p id=""p-0015"" num=""0014"">According to the present invention, sensor information of an unavailable sensor can be estimated in a short time in a system having a plurality of sensors.</p>']"
122,US10175673B2,Programmable controller system,utility,"['<p id=""p-0010"" num=""0009"">The present invention can easily change the functions of a functional device of a programmable controller.</p>']"
123,US10175674B2,Programmable logic controller configured to back up transmission destination mail address data and restore the transmission destination mail address data during reoperation,utility,"['<p id=""p-0011"" num=""0010"">The programmable logic controller according to the present invention achieves an effect that it is possible to use a transmission destination mail address changed during operation without resetting the transmission destination mail address after reoperation.</p>']"
124,US10175709B2,Consumer electric power control system and consumer electric power control method,utility,"['<p id=""p-0013"" num=""0012"">The consumer electric power control system according to the present invention can evaluate the influence on degradation of comfortability and convenience of different types of equipment using the single evaluation indicator in the case where the upper limit value of allowable electric power consumption is set by the demand response, and hence can easily determine the electric power reduction target equipment and the amount of reduction thereof.</p>']"
125,US10175710B2,"Power demand control device, power demand control method, power demand control system, and recording medium",utility,"['<p id=""p-0042"" num=""0041"">An aspect of the present invention makes it possible to advantageously alleviate, for example, (i) a decrease in production efficiency caused by electric power demand control at a facility at which production lines are installed and (ii) environmental deterioration due to electric power demand control.</p>']"
126,US10175722B2,Cradle and terminal device control method,utility,"['<p id=""p-0021"" num=""0020"">According to the present invention, it is possible to provide a cradle capable of performing communication with high reliability and preventing a careless manipulation and a malfunction, and a terminal device control method that uses the cradle.</p>']"
127,US10175782B2,"Input apparatus, sensor, keyboard, and electronic apparatus",utility,"['<p id=""p-0039"" num=""0038"">As described above, according to the present technology, it is possible to perform two kinds of input operations on the same operation screen.</p>']"
128,US10175800B2,Electrode member and touch window comprising the same,utility,"['<p id=""p-0011"" num=""0010"">According to the embodiment, the overall thickness of the electrode member and the touch window may be reduced.</p>', '<p id=""p-0012"" num=""0011"">That is, after a substrate for supporting the electrode is removed, the electrode is directly disposed on the resin layer having an adhesive property, or after another resin layer for supporting the electrode is disposed on the resin layer, the electrode is disposed on the another resin layer, so that the overall thickness of the electrode member and the touch window may be reduced as much as the thickness of the removed substrate.</p>', '<p id=""p-0013"" num=""0012"">Thus, the overall thickness of the electrode member and the touch window according to the embodiment may be reduced, so that the size restriction in the touch device to which the electrode member and the touch window are applied may be relieved, thereby implementing a touch device having a lighter weight and a thinner thickness.</p>', '<p id=""p-0014"" num=""0013"">In addition, since the support for supporting the electrode has an adhesive property, a wearable touch may be readily implemented.</p>']"
129,US10175931B2,Signal processing device and signal processing method,utility,"['<p id=""p-0025"" num=""0024"">According to the present technology described above, a sense of immersion for a user can be heightened more than when only image information is presented.</p>']"
130,US10175940B2,"Managing device, management method, recording medium, and program",utility,"['<p id=""p-0020"" num=""0019"">According to the present disclosure, it becomes possible to provide a managing device, a management method, a non-transitory recording medium, and a program which improve work efficiency for a user.</p>']"
131,US10176001B2,"Simulation device, simulation method, and computer readable medium",utility,"['<p id=""p-0019"" num=""0018"">In the present invention, when guest code is converted into host code, by converting a guest code group with a size of a cache line into a host code group, and writing the host code group collectively into a buffer as a host code block, it is possible to simulate the operation using a cache at a high speed with accuracy.</p>']"
132,US10176543B2,Image processing based on imaging condition to obtain color image,utility,"['<p id=""p-0014"" num=""0013"">According to the technology of the present disclosure, it is possible to generate a color image with further improved image quality.</p>', '<p id=""p-0015"" num=""0014"">Note that the effects described above are not necessarily limitative. With or in the place of the above effects, there may be achieved any one of the effects described in this specification or other effects that may be grasped from this specification.</p>']"
133,US10176643B2,"Method of generating virtual three-dimensional space, video system, method of controlling video system, and non-transitory computer readable storage medium",utility,"['<p id=""p-0009"" num=""0008"">The present invention can provide a method of generating a virtual three-dimensional space, a video system, a method of controlling a video system, and a non-transitory computer readable storage medium, each of which can express a depth direction in a virtual three-dimensional space using a real video image without causing strange feelings.</p>']"
134,US10176654B2,"Suspicious person detection system, suspicious person detection method",utility,"['<p id=""p-0009"" num=""0010"">According to the above-described configuration, a suspicious person detection technology which can be easily introduced and which is less likely to cause a blind spot in detection of a suspicious person is provided.</p>']"
135,US10176659B2,Paper sheet authentication apparatus,utility,"['<p id=""p-0023"" num=""0023"">According to the present invention, a type of the paper sheet is determined; a plurality of excitation lights having different wavelengths emit sequentially on the paper sheet; the light emitted by the fluorescent material applied to the paper sheet is filtered to pass a light of a wavelength band of a plurality of different predetermined ranges; the light filtered per plurality of different predetermined ranges is received and an intensity thereof is measured; fluorescent light characteristic data is generated based on a wavelength of the excitation light and the measured intensity of light of a wavelength of the predetermined range passed by the filtering; and the paper sheet is authenticated by using fluorescent light characteristic data of a genuine paper sheet corresponding to the type of the paper sheet, or a threshold value obtained from the fluorescent light characteristic data. Accordingly, the authentication of several types of the paper sheets to which fluorescent materials having different fluorescent light characteristics are applied can be performed speedily and easily.</p>']"
136,US10176686B2,System of living,utility,"['<p id=""p-0010"" num=""0009"">Monitoring of the space entails identification of the occupancy status within and the environment around it. The invention involves automated activation and deactivation of an alarm operation—commonplace systems require manual input.</p>', '<p id=""p-0011"" num=""0010"">The space conditions are monitored through a slew of sensors, encompassing camera (for video), microphone (for audio), passive infrared sensor (to detect motion), and climate sensors, such as carbon monoxide sensor, temperature sensor, humidity sensor and others. Contemporaneous signals/data are collected by a monitoring device (“gateway”) for processing with the processing unit; or sent for processing to a cloud-based processing system, comprising an application server and memory with a database.</p>', '<p id=""p-0012"" num=""0011"">The conditions of a monitored space may be maintained at a desired state through sending gateway output, as well as, processing system output, comprising signals/data to other devices or systems.</p>']"
137,US10176816B2,Vector quantization of algebraic codebook with high-pass characteristic for polarity selection,utility,"['<p id=""p-0017"" num=""0017"">According to the present invention, it is possible to provide a vector quantization apparatus, a speech coding apparatus, a vector quantization method, and a speech coding method which can reduce the amount of speech codec calculation with no degradation of speech quality by reducing an erroneous selection in pre-selection of a fixed codebook pulse polarity.</p>']"
138,US10176838B2,Optical disc device,utility,"['<p id=""p-0040"" num=""0039"">According to at least one embodiment, since the tracking error signal is formed using a detection signal having favorable symmetry in a radial direction, it is possible to reduce the influence of the radial tilt. Furthermore, it is possible to reduce the offset of the tracking error signal through a lens shift detection signal. Note that effects are not necessarily limited to the effects described herein and may be any effect described in the present disclosure.</p>']"
139,US10176903B2,"Stretchable conductor, method for manufacturing same, and paste for forming stretchable conductor",utility,"['<p id=""p-0035"" num=""0034"">According to the present invention, since the conducting portion in which the conductive particles are dispersed and the conductive particles are aggregated in a higher concentration at one or plural positions on the interface of the mixture than that at positions located in an inner portion of the mixture, is provided, it is possible to provide a stretchable conductor which has stretchability and excellent conductivity. In addition, it is possible to provide a highly stretchable conductor in which deterioration of the conductivity along with extension is unlikely to occur.</p>', '<p id=""p-0036"" num=""0035"">Therefore, it is possible to provide a stretchable conductor which is appropriate for configuring a circuit of a stretchable device which is necessary for electronics integrated into a structure or a living body which is deformed according to movement or application of weight thereto.</p>', '<p id=""p-0037"" num=""0036"">In particular, it is possible to provide a highly stretchable conductor with excellent properties which exceed 100 siemens and which is not found in the related art, even in a case of extension in which a strain of approximately 200% acts by adjusting proportions of a mixture of fluororubber and a fluorinated surfactant aqueous solution which configures the stretchable conductor, and by optimizing a blending quantity of the conductive particles.</p>']"
140,US10176906B2,Shielded conductive path,utility,"['<p id=""p-0011"" num=""0010"">With the shielded conductive path of the present invention, electromagnetic noise in a frequency band between a low frequency and an intermediate frequency can be blocked with the conductive layer, and electromagnetic noise in a frequency band between an intermediate frequency and a high frequency can be blocked with the magnetic layer. The different frequency regions are assigned to the conductive layer and the magnetic layer, and therefore, the cross-sectional areas of the conductive layer and the magnetic layer need not be increased more than necessary.</p>']"
141,US10176944B2,Rotational movement detection device,utility,"['<p id=""p-0009"" num=""0008"">According to an aspect of the present invention, a rotational movement detection device with improved detection accuracy that is achieved by suppressing looseness in the rotation of a rotating member can be provided.</p>']"
142,US10176952B2,Electromagnetic relay,utility,"['<p id=""p-0013"" num=""0012"">According to the present invention, when a predetermined time has passed after generation of the arc at least either between the first movable contact and the first fixed contact or between the second movable contact and the second fixed contact, the arc generated between the first movable contact and the first fixed contact is cut off by being extended by the magnetic field generation unit to be longer than the arc generated between the second movable contact and the second fixed contact. Hence, there is no need to provide an arc extinguishing space having an equivalent size for each pair of the movable contact and the fixed contact.</p>', '<p id=""p-0014"" num=""0013"">For example, the arc generated between the first movable contact and the first fixed contact can be cut off by being attracted and extended long by the magnetic field generation unit to the arc extinguishing space that is a dead space inside the electromagnetic relay. Hence, the arc extinguishing space for extinguishing the arc generated between the second movable contact and the second fixed contact does not need to have an equivalent size to that of the dead space. As a result, it is possible to obtain an electromagnetic relay that is not only easily reduced in size but also has great flexibility in designing.</p>', '<p id=""p-0015"" num=""0014"">Another electromagnetic relay according to the present invention, may comprise:</p>', '<p id=""p-0016"" num=""0015"">a first movable contact and a second movable contact which are disposed on a movable contact piece;</p>', '<p id=""p-0017"" num=""0016"">a first fixed contact and a second fixed contact which are disposed so as to contactably and separably face the first movable contact and the second movable contact; and</p>', '<p id=""p-0018"" num=""0017"">a magnetic field generation unit disposed so as to attract in a predetermined direction an arc generated between the first movable contact and the first, fixed contact and an arc generated between the second movable contact and the second fixed contact,</p>', '<p id=""p-0019"" num=""0018"">wherein, a magnetic flux density of the magnetic field generation unit is set such that a magnetic flux density between the first movable contact and the first fixed contact is larger than a magnetic flux density between the second movable contact and the second fixed contact.</p>', '<p id=""p-0020"" num=""0019"">According to the present invention, when a predetermined time has passed after generation of the arc between the first movable contact and the first, fixed contact, the arc generated between the first movable contact and the first fixed contact is cut off by being extended by the magnetic field generation unit to be longer than the arc generated between the second movable contact and the second fixed contact. Hence, the arc extinguishing space for extinguishing the arc generated between the second movable contact and the second fixed contact may be small. As a result, even when a resin mold is disposed in the vicinities of the second movable contact and the second fixed contact, the arc is hard to come into contact with the mold, and it is reliably possible to prevent generation of dust and an organic gas.</p>', '<p id=""p-0021"" num=""0020"">Another electromagnetic relay according to the present invention, may comprise:</p>', '<p id=""p-0022"" num=""0021"">a first movable contact and a second movable contact which are disposed on a movable contact piece;</p>', '<p id=""p-0023"" num=""0022"">a first fixed contact and a second fixed contact which are disposed so as to contactably and separably face the first movable contact and the second movable contact; and</p>', '<p id=""p-0024"" num=""0023"">a magnetic field generation unit disposed so as to attract in a predetermined direction an arc generated between the first movable contact and the first fixed contact and an arc generated between the second movable contact and the second fixed contact,</p>', '<p id=""p-0025"" num=""0024"">wherein, a contact-to-contact distance between the first movable contact and the first fixed contact at time of contact separation is made larger than a contact-to-contact distance between the second movable contact and the second fixed contact at time of contact separation.</p>', '<p id=""p-0026"" num=""0025"">According to the present invention, the first movable contact and the first fixed contact are separated from each other earlier than the second movable contact and the second fixed contact.</p>', '<p id=""p-0027"" num=""0026"">That is, the arc between the first movable contact and the first fixed contact is generated earlier than the arc between the second movable contact and the second fixed contact. For this reason, by adjusting a distance between the contacts at the time of separation thereof, the arc generated between the first movable contact and the first fixed contact is extended long and cut off earlier than the arc generated between the second movable contact and the second fixed contact. As a result, the arc extinguishing space for extinguishing the arc generated between the second movable contact and the second fixed contact may be made small. Accordingly, even when the resin mold is disposed in the vicinities of the second movable contact and the second fixed contact, the arc is hard to come into contact with the mold, and it is reliably possible to prevent generation of dust and an organic gas.</p>', '<p id=""p-0028"" num=""0027"">As an embodiment of the present invention, a shape of the movable contact piece may be set such that a distance from the movable contact piece to the first fixed contact is larger than a distance from the movable contact piece to the second fixed contact.</p>', '<p id=""p-0029"" num=""0028"">According to the present embodiment, the distance between the contacts is adjusted by the shape of the movable contact piece, to enable adjustment of the arc generation time.</p>', '<p id=""p-0030"" num=""0029"">As a different embodiment of the present invention, a height dimension of the first fixed contact may be made smaller than a height dimension of the second fixed contact.</p>', '<p id=""p-0031"" num=""0030"">According to the present embodiment, the distance between the contacts is adjusted using fixed contacts with different height dimensions, to enable adjustment of the arc generation time.</p>', '<p id=""p-0032"" num=""0031"">As a new embodiment of the present invention, a height dimension of the first movable contact may be made smaller than a height dimension of the second movable contact.</p>']"
143,US10176958B2,Electrode material for thermal-fuse movable electrode,utility,"['<p id=""p-0027"" num=""0026"">The electrode material according to the present invention is suitable for a movable electrode of a thermal fuse, and the material cost can be reduced by combining Cu to an Ag—CuO-based alloy to form a clad material. In addition, by setting an intermediate layer, contact with the case of the thermal fuse can be stably maintained without degrading the strength and spring property even under heating. The present invention has an Ag—CuO-based alloy in the surface layer, and also has good welding resistance originally required for the movable electrode.</p>']"
144,US10176968B2,Method for adjusting charged particle beam device and adjusting beam aperture based on a selected emission condition and charged particle beam device for same,utility,"['<p id=""p-0021"" num=""0020"">A charged particle beam device and a method for adjusting a charged particle beam device enabling a versatile charged particle beam device, which is used for a wide range of kinds of samples to be observed and has parameters of emission conditions of a primary charged particle beam that is difficult to be registered in advance, to be operated easily and accurately even by a less-experienced operator and to obtain high-resolution images can be achieved.</p>']"
145,US10176994B2,Semiconductor device and method of manufacturing the same,utility,"['<p id=""p-0014"" num=""0013"">According to the present invention, oscillation during turn-off of an IGBT or during recovery of a diode can be prevented by the first n-type buffer layer which is formed by proton implantation and which has a low concentration and a deep diffusion depth. In addition, a depletion layer can be stopped by the high-concentration second n-type buffer layer implanted with phosphorus to prevent an increase in leakage currents, Furthermore, the first n-type buffer layer can be readily formed by proton implantation even in an ordinary semiconductor factory without having to use a cyclotron.</p>']"
146,US10177008B2,Silicon wafer and method for manufacturing the same,utility,"['<p id=""p-0045"" num=""0044"">With the silicon wafer according to the present invention, since the absolute value of the oxygen concentration variation rate in the depth direction is less than 10%, it is possible, in low-temperature heat treatment in a device step, to prevent an oxygen donor of the extent that the fluctuation in resistance value becomes a problem from occurring even in a portion having a high oxygen concentration. In addition, it is possible to increase the strength of such a wafer even in a portion having a low oxygen concentration. Furthermore, since the oxygen concentration variation rate in the depth direction is low, the silicon wafer according to the present invention is applicable in various heat treatment conditions in a device step.</p>', '<p id=""p-0046"" num=""0045"">Since the density of grown-in defects with silicon oxides is 1×10<sup>6</sup>/cm<sup>3 </sup>or less in the outer-layer portion, which is a depth region up to at least 2 μm from the surface, it is possible to provide better properties of a device formed in a region including this outer-layer portion and also to support finer devices.</p>', '<p id=""p-0047"" num=""0046"">Since the oxygen precipitate density in the bulk portion is 1×10<sup>8</sup>/cm<sup>3 </sup>or more, it is possible to provide a sufficient gettering effect for heavy metals in a device step.</p>', '<p id=""p-0048"" num=""0047"">The silicon wafer according to the present invention can be manufactured by the method for manufacturing a silicon wafer according to the present invention.</p>']"
147,US10177069B2,Heat-dissipating structure and semiconductor module using same,utility,"['<p id=""p-0011"" num=""0010"">According to the invention, it is possible to provide a heat-dissipating structure and a semiconductor module that are excellent in thermal reliability.</p>']"
148,US10177084B2,Semiconductor module and method of manufacturing semiconductor module,utility,"['<p id=""p-0007"" num=""0006"">According to this invention, it is possible to manufacture a semiconductor module small.</p>']"
149,US10177109B2,Method of manufacturing semiconductor device,utility,"['<p id=""p-0011"" num=""0011"">According to the present invention, a method of manufacturing a semiconductor device can be provided, by which heat treatment is performed in the state where a sacrificial film is formed on a solder-bonding metal film, so as to suppress thermal oxidation of the solder-bonding metal film, thereby preventing oxidation of the solder-bonding metal film, with the result that the solder-bonding metal film and the external electrode are excellently solder-bonded. Furthermore, the sacrificial film is eventually removed from the semiconductor device and the sacrificial film itself can be thermally oxidized. Accordingly, the sacrificial film does not have to be made of a noble metal like an anti-oxidizing film that is not removed from the semiconductor device and remained thereon. Thus, it becomes possible to provide a method of manufacturing a semiconductor device, by which the manufacturing cost is reduced. Furthermore, even if a solder-bonding metal film is formed before grinding a wafer, a semiconductor element that does not exert an influence upon the life time can be formed. Furthermore, since the step of forming an anti-oxidizing film and the like on the first main surface is not performed after the grinding step, it becomes possible to provide a method of manufacturing a semiconductor device, by which occurrence of cracking in a semiconductor substrate is suppressed.</p>']"
150,US10177190B2,Solid-state image pickup device,utility,"['<p id=""p-0013"" num=""0014"">In the solid-state image pickup device according to an embodiment of the present invention, expansion of a depletion layer can be suppressed when charges accumulated in a charge holding portion are transferred, and also narrowing down of a charge transfer path can be suppressed.</p>', '<p id=""p-0014"" num=""0015"">Further features of the present invention will become apparent from the following description of exemplary embodiments with reference to the attached drawings.</p>']"
