,publication_number,patent_title,appl_type,positive_text
107,US10205589B2,Encryption processing device and encryption processing method,utility,"['<p id=""p-0019"" num=""0018"">According to the embodiments of the present disclosure, an encryption process configuration in which resistance against various attacks is improved and safety is high is realized.</p>', '<p id=""p-0020"" num=""0019"">Specifically, the encryption processing unit configured to repeatedly execute the round calculation on the input data and generate the output data is included. The key schedule unit configured to output the key data used in the encryption processing unit to the encryption processing unit is included. The linear conversion process by a linear conversion unit in the round calculation executed by the encryption processing unit is changed according to the round transition. For example, column diffusion calculation in which linear conversion is executed applying a matrix to each column in units of components of each column of a state and row diffusion calculation in which linear conversion is executed applying a matrix in units of component units of each row of the state are switched to be executed according to round transition.</p>', '<p id=""p-0021"" num=""0020"">A diffusion property is improved by this configuration, and thus the encryption process configuration is realized in which resistance against various attacks is improved and safety is high.</p>', '<p id=""p-0022"" num=""0021"">The advantageous effects described in the present specification are merely exemplary and are not limited, and additional advantageous effects may be obtained.</p>']"
108,US10205852B2,"System, apparatus, and method for allowing a program to cache user information",utility,"['<p id=""p-0012"" num=""0011"">According to an embodiment of the present invention, it is possible to allow a program to select whether to cache information about a process.</p>']"
109,US10205865B2,Camera and method for manufacturing the same,utility,"['<p id=""p-0030"" num=""0029"">The exemplary embodiments of the present invention have an advantageous effect in that camera parts are molded with materials of molding unit, free from additional parts such as an O-ring and a gasket, to improve adhesiveness and water-tightness, whereby water-tightness efficiency can be increased by removal of a path through which moisture can permeate.</p>', '<p id=""p-0031"" num=""0030"">The exemplary embodiments of the present invention have another advantageous effect in camera parts are integrally molded to decrease the number of parts whereby productivity can be enhanced.</p>']"
110,US10205927B2,"Encoding device and encoding method, and decoding device and decoding method",utility,"['<p id=""p-0021"" num=""0019"">According to the first aspect of the present technology, it is possible to reduce an encoding amount of the encoded stream when information regarding the depth image is included in the encoded stream.</p>', '<p id=""p-0022"" num=""0020"">According to the second aspect of the present technology, it is possible to decode the encoded stream for which the encoding amount of the encoded stream is reduced when the information regarding the depth image is included in the encoded stream.</p>']"
111,US10206034B2,"Sound field collecting apparatus and method, sound field reproducing apparatus and method",utility,"['<p id=""p-0025"" num=""0024"">According to a first aspect and a second aspect of the present technology, it is possible to reproduce a sound field accurately at lower cost.</p>', '<p id=""p-0026"" num=""0025"">Note that advantageous effects of the present technology are not limited to those described here and may be any advantageous effect described in the present disclosure.</p>']"
112,US10206116B2,"Radio base station, user terminal, radio communication system and radio communication method",utility,"['<p id=""p-0011"" num=""0010"">According to the present invention, even if the maximum possible burst length of transmission is carried out after LBT, it is still possible to prevent demodulation errors in user terminal, and, furthermore, implement an LAA system that yields high spectral efficiency.</p>']"
113,US10206128B2,"Communication system, apparatus and related methods of operation",utility,"['<p id=""p-0073"" num=""0076"">As noted elsewhere in this application, the action to be initiated by the network can comprise continuance of the direct communication, but with re-allocated different resources, or a controlled movement/transfer of the on-going communication between the devices to the network.</p>', '<p id=""p-0074"" num=""0077"">Within all aspects of the present invention, it should be appreciated that in determining the sufficiency of the link-quality, it can be determined in a mobile radio communications device if a link-quality parameter value is less than, or equal to and less than, or greater than, or equal to or greater than, the said parameter reference value, and as appropriate having regard to the nature of the parameter concerned.</p>']"
114,US10206130B2,Terminal device and base station device,utility,"['<p id=""p-0024"" num=""0023"">According to the invention, it is possible to improve transmission efficiency in communication of a base station device, communication of a terminal device, and a radio communication system in which the base station device communicates with the terminal device.</p>']"
115,US10206135B2,Method and apparatus for handling RAN assistance information for roaming user equipments in wireless communication system,utility,"['<p id=""p-0014"" num=""0013"">For roaming UEs, traffic steering between 3rd generation partnership project (3GPP) long-term evolution (LTE) and wireless local area network (WLAN) can be performed efficiently.</p>']"
116,US10206136B2,"Communication apparatus, control apparatus, communication method, control method, and program",utility,"['<p id=""p-0015"" num=""0014"">According to the present invention, it is possible to provide a technique enabling diverse communication quality control for a communication service.</p>']"
117,US10206137B2,"Communication apparatus, control apparatus, communication system, communication method, control method, and program",utility,"['<p id=""p-0018"" num=""0017"">According to the present invention, it is possible to provide a technique enabling diverse communication quality control for a communication service.</p>']"
118,US10206182B2,"Mobile station, base station, methods for transmitting and receiving power headroom report, and computer readable medium",utility,"['<p id=""p-0026"" num=""0025"">According to the above-mentioned aspects, it is possible to provide a mobile station, a base station, methods for transmitting and receiving a power headroom report, and a program that contribute to improvement of PHR suitable for uplink CA.</p>']"
119,US10206187B2,Method and apparatus for transmitting data using a multi-carrier in a mobile communication system,utility,"['<p id=""p-0010"" num=""0009"">The data transmission method and apparatus of the present invention is capable of improving uplink data rate and end-user QoS by transmitting data using one or more uplink carriers.</p>']"
120,US10206202B2,"Mobile station apparatus, base station apparatus, communication method, integrated circuit, and communication system",utility,"['<p id=""p-0041"" num=""0040"">According to the present invention, a base station apparatus is capable of efficiently transmitting a signal including control information to a mobile station apparatus, the mobile station apparatus is capable of efficiently receiving the signal including the control information from the base station apparatus, and a more efficient communication system can be realized.</p>']"
121,US10206217B2,"Communication control device, communication control method, base station, and communication control system",utility,"['<p id=""p-0014"" num=""0014"">The technique according to the disclosure enables flexible switching between interference control schemes for controlling interference between a micro cell and a small cell.</p>']"
122,US10206242B2,"Radio communication system, radio station, radio terminal, communication control method, and non-transitory computer readable medium",utility,"['<p id=""p-0026"" num=""0028"">According to the above-described aspects, it is possible to provide a radio communication system, a radio station, a radio terminal, a communication control method, and a program capable of contributing to reduction of packet losses caused by an occurrence of a radio link problem (e.g., an RLF) in a secondary cell during carrier aggregation of a plurality of cells served by different radio stations.</p>']"
123,US10206272B2,Method for manufacturing tracer-encapsulated solid pellet for magnetic-confinement fusion,utility,"['<p id=""p-0026"" num=""0025"">According to the present invention, there can be provided a method for manufacturing a tracer-encapsulated solid pellet for magnetic-confinement fusion, the method being suitable for mass production, and being capable of easily encapsulating a predetermined amount of a tracer material.</p>']"
124,US10206287B2,Method for manufacturing circuit board and circuit board,utility,"['<p id=""p-0020"" num=""0019"">The method for manufacturing a circuit board according to the present invention exhibits an excellent effect that both of high adhesiveness between a substrate and a conductor layer and easy removal of a residue are achieved after etching while an advantage of a method by etching allowing formation of a circuit with high precision is made use of.</p>', '<p id=""p-0021"" num=""0020"">Therefore, a circuit board obtained with the manufacturing method according to the present invention is a circuit board suitable for capability to mount multiple chips and high-density mount.</p>', '<p id=""p-0022"" num=""0021"">Namely, the circuit board according to the present invention has high adhesiveness between the substrate and the conductor layer and excellent reliability in insulation between interconnections.</p>']"
