,publication_number,patent_title,appl_type,positive_text
115,US10170707B2,"Compound, material for organic electroluminescence element, organic electroluminescence element, and electronic device",utility,"['<p id=""p-0020"" num=""0018"">By using the compound of the invention as a material for organic EL devices, an organic EL device with a long lifetime is obtained.</p>']"
116,US10170751B2,Composite active material for lithium secondary batteries and method for producing same,utility,"['<p id=""p-0032"" num=""0031"">According to the present invention, a composite active material for lithium secondary batteries capable of preparing a lithium secondary battery having large charge-discharge capacity, high-speed charge and discharge characteristics, and good cycle characteristics at the same time, and a method for producing the same can be provided.</p>', '<p id=""p-0033"" num=""0032"">In addition, according to the present invention, a battery using the composite active material for lithium secondary batteries can be provided.</p>']"
117,US10170815B2,Filter and method of designing same,utility,"['<p id=""p-0027"" num=""0030"">An embodiment of the present invention makes it possible to provide a filter which (i) suppresses transmission loss even in a case where the filter is used for electromagnetic waves of a high frequency band, and (ii) also enables adjustment of the external Q factor via a plurality of parameters. An embodiment of the present invention also makes it possible to provide a filter having a desired external Q factor.</p>']"
118,US10170825B2,Antenna device,utility,"['<p id=""p-0012"" num=""0011"">The present invention makes it possible to (i) prevent an antenna device, which includes a film antenna and a cable connected to the film antenna, from causing a structure to be complicated or larger and (ii) allow the antenna device to have a more stable antenna characteristic and greater durability with respect to pulling of a cable.</p>']"
119,US10170826B2,"TFT substrate, scanning antenna using same, and method for manufacturing TFT substrate",utility,"['<p id=""p-0025"" num=""0028"">An embodiment of the present invention provides a TFT substrate for a scanned antenna that can be mass-produced using the conventional LCD manufacturing technology, a scanned antenna using the same, and a method for manufacturing the TFT substrate.</p>']"
120,US10170865B2,Shielded electric wire connection structure,utility,"['<p id=""p-0018"" num=""0017"">According to the shielded electric wire connecting structure of the present invention, improved work efficiency in installation and reduced costs can both be realized in the structure including the plurality of electric wires placed in the state of being bent from the position directly below the upper case to the position opposed to the wall surface of the upper case.</p>']"
121,US10170906B2,Semiconductor device for power supply control,utility,"['<p id=""p-0029"" num=""0029"">According to the present invention, a control semiconductor device for an insulated direct-current power supply device including a transformer for voltage conversion, that controls the output by turning on or off the current flowing in a primary-side winding wire has an effect that the power supply device can be safely stopped if a current detection terminal is opened or a transformer is short-circuited.</p>']"
122,US10170915B2,"Energy management system, energy management method and computer program",utility,"['<p id=""p-0029"" num=""0028"">According to the present invention, EMSs can be efficiently developed.</p>']"
123,US10170939B2,"Foreign object detector, power transmitting device and power receiving device for wireless power transmission, and wireless power transmission system",utility,"['<p id=""p-0012"" num=""0011"">According to an embodiment of the present disclosure, a foreign object between coils can be detected, thus enabling safe power transmission.</p>']"
124,US10170947B2,Laminated core,utility,"['<p id=""p-0024"" num=""0023"">In the laminated cores according to the first to third aspects of the present invention, since the junction area of the iron core piece (A) and resin is made larger than the junction area of the iron core piece (U) and resin, the iron core piece (A) being provided on the end in the axial direction, the iron core piece (U) being provided at the position other than the end in the axial direction, joint strength of the iron core piece (A) provided on the end can be acquired, which can prevent the detachment of the iron core piece (A).</p>', '<p id=""p-0025"" num=""0024"">Especially, in the laminated core according to the second aspect of the present invention, since the cross-sectional area of the resin hole (B) of the iron core piece (A) is made larger than that of the resin hole (H) of the iron core piece (U), an area in which resin comes in contact with the iron core piece (A) becomes increased, which definitely increases the joint strength of the iron core piece (A).</p>', '<p id=""p-0026"" num=""0025"">In the laminated core according to the third aspect of the present invention, since the diameter of the resin hole (B) of the iron core piece (A) is made smaller than that of the resin hole (H) of the iron core piece (U), resin projecting from an endmost iron core piece (U) is in contact with one side of the iron core piece (A), which consequently, on specific conditions, increases the junction area of the resin and enhances the joint strength.</p>', '<p id=""p-0027"" num=""0026"">In the laminated cores according to the fourth to sixth aspects of the present invention, since they are provided with the locking portions formed by resin to be filled in the resin holes (B) of the iron core pieces (A) on the ends in the axial direction, detachment of the iron core pieces (A) from the iron core pieces (U) provided at the positions other than the ends in the axial direction can be prevented.</p>', '<p id=""p-0028"" num=""0027"">In the laminated core according to the fifth aspect of the present invention, since the resin holes (B) provided to the iron core piece (A) are the tapered holes that are opened outward, the locking portions are formed by resin to be filled in the tapered holes, which enables to prevent the detachment of the iron core piece (A) with resin in a state of not projecting from the iron core piece (A).</p>', '<p id=""p-0029"" num=""0028"">In the laminated core according to the sixth aspect of the present invention, since the resin holes (B) provided to the iron core piece (A) consist of the stepped holes formed by the large-diameter portions and the small-diameter portions, the large-diameter portions being provided on the outer sides of the resin holes (B) and having the diameters larger than those of the resin holes (H) of the iron core pieces (U), the small-diameter portions being provided on the inner sides in the thickness direction of the iron core piece (A), and since the locking portions are formed by resin to be filled in the stepped holes, the locking portions can be formed with resin in a state of not projecting from the iron core piece (A), enabling to prevent the detachment of the iron core piece (A).</p>', '<p id=""p-0030"" num=""0029"">In the laminated core according to the seventh aspect of the present invention, the iron core piece (A) consists of one or more iron core pieces, and especially when the iron core piece (A) consists of two or more iron core pieces, joint strength of the iron core pieces becomes increased.</p>', '<p id=""p-0031"" num=""0030"">In the laminated core according to the eighth aspect of the present invention, since the unitary laminated cores are arranged in a rotational lamination manner, and the diameters of the resin holes formed in the iron core pieces on one or both ends in an axial direction of each of the unitary laminated cores are made larger than the diameters of the resin holes of the other iron core pieces, bonding force among the unitary laminated cores becomes increased. Furthermore, since the unitary laminated cores are connected by resin, eddy current among the unitary laminated cores can be prevented.</p>', '<p id=""p-0032"" num=""0031"">In the methods for manufacturing a laminated core according to the ninth to eleventh aspects of the present invention, since the empty space portions continued to the resin holes are provided at the parts where the resin injection mold is in contact with the resin holes, and since the resin shortage formed on at least one of the iron core pieces (A) on ends in an axial direction of the laminated core is covered by resin to be filled in the empty space portions, the resin holes (B) of the iron core pieces (A) become filled with resin with no shortage and the junction areas of the iron core pieces (A) and resin become increased as well.</p>', '<p id=""p-0033"" num=""0032"">Especially, in the methods for manufacturing a laminated core according to the tenth and eleventh aspects of the present invention, since the diameters of the empty space portions are larger than those of the resin holes (B) of the iron core pieces (A), and the locking portions are formed on the ends of resin filling the resin holes of the laminated core, joint strength of the iron core pieces increases. The iron core pieces (A) become infallibly locked by the locking portions and do not fall away.</p>']"
125,US10170954B2,Direct current motor,utility,"['<p id=""p-0013"" num=""0012"">The number of inter-coil overlaps at the coil end portions of the armature coils can be reduced, and the number of coil connecting wires going across the highest overlapping parts of the armature coils can be low.</p>', '<p id=""p-0014"" num=""0013"">Other problems, configurations, and effects than the above are made clear in the following description of embodiments.</p>']"
126,US10170957B2,Controlling device integrated rotating electric machine,utility,"['<p id=""p-0009"" num=""0008"">The controlling device integrated rotating electric machine in accordance with the present invention includes a rotating electric machine\'s main body, a power converter, a circuit, a heat sink, a case and a sealing resin body. The rotating electric machine\'s main body has a rotor winding and a stator winding. The power converter circuit is connected to the rotor winding and the stator winding and has a control board and a power module and a smoothing condenser. The heat sink has a container portion swelling out towards a front side and is attached to a rear side of the rotating electric machine\'s main body. The case contains the control board and the power module which the power converter circuit has, and is formed of a power supply wiring and a grounding wiring connected to a battery placed outside, and is fixed to a rear side of the heat sink. The sealing resin body seals the control board and the power module contained in the case. The smoothing condenser, which the power converter circuit has, is joined with the power supply wiring and the grounding wiring formed to the case, and is contained in the container portion which the heat sink has. The container portion of the heat sink prevents resins from sealing the outside of the smoothing condenser, when the resins are used for sealing the power converter circuit which has the control board. Then, the surroundings of the smoothing condenser are kept from resin sealing. As a result, the controlling device integrated rotating electric machine will have an improved reliability to the humidity and the vibration.</p>']"
127,US10170988B2,Power supply system,utility,"['<p id=""p-0022"" num=""0021"">According to the present invention, in a power supply system in which a power converter connected across a plurality of DC power supplies and an electric power line is configured to have a plurality of operation modes, the operation of the power converter can be controlled such that switching among the plurality of operation modes are smoothly carried out.</p>']"
128,US10171177B2,"Digital signal processor, digital optical receiver using the same, and digital signal processing method",utility,"['<p id=""p-0019"" num=""0018"">The digital signal processor, the digital optical receiver using the digital signal processor, and the digital signal processing method according to the present invention enable compensation for each of different types of waveform distortion by a high-performance equalization process; therefore, a demodulated signal with high signal quality can be obtained.</p>']"
129,US10171196B2,"Terminal device, base station apparatus, and integrated circuit",utility,"['<p id=""p-0021"" num=""0022"">According to the present invention, a terminal device can acquire a parameter indispensable in canceling or suppressing an interference signal. Furthermore, using the acquired parameter, the terminal device can cancel or suppress the interference signal with high precision, and can reduce degradation in reception performance due to interference.</p>']"
130,US10171220B2,"Terminal, base station, and communication method",utility,"['<p id=""p-0018"" num=""0017"">According to the present invention, in a communication system in which a base station device and a terminal device communicate with each other, the terminal device performs appropriate transmission control and reception control, which enables communication efficiency to be improved.</p>']"
131,US10171225B2,Communication apparatus and control signal mapping method,utility,"['<p id=""p-0026"" num=""0025"">According to the present invention, a DMRS mapping pattern can be configured for each terminal, which makes it possible to map DMRSs in a way adapted to the reception environment of each terminal and thus to enable high transmission-rate communication.</p>']"
132,US10171252B2,"Data determination apparatus, data determination method, and computer readable medium",utility,"['<p id=""p-0020"" num=""0019"">According to the data determination apparatus of the present invention, the communication permitted data whose communications are permitted in the respective operating states included in the state transition model is set as the communication permission list, and the determination unit determines whether or not the communication determination data is the communication permitted data whose communication has been permitted in the current operating state, using the current operating state and the communication permission list. Thus, it is possible to detect intrusion of even an attack whereby a server whose communication has been permitted is taken over and an attack communication is mixed with a communication defined to be normal.</p>']"
133,US10171279B2,Transmitter and receiver,utility,"['<p id=""p-0011"" num=""0010"">According to the transmitter of the present invention, the plurality of different unit patterns is combined for determining the null symbol arrangement pattern for the transmission symbols of the respective subcarriers for multicarrier transmission. Therefore, it is unnecessary to store a null symbol arrangement pattern corresponding to a period longer than the period of the unit pattern, and the amount of memory can be reduced.</p>', '<p id=""p-0012"" num=""0011"">According to the receiver of the present invention, the plurality of different unit patterns is combined for determining the null symbol arrangement pattern for the respective subcarriers for the multicarrier transmission. Therefore, it is unnecessary to store a null symbol arrangement pattern corresponding to a period longer than the period of the unit pattern, and the amount of memory can be reduced.</p>']"
134,US10171294B2,Information processing device and system design support method,utility,"['<p id=""p-0013"" num=""0012"">An advantageous effect of the present invention is maintaining consistency between a requirement for communication with respect to software in a system and a requirement for a network, without re-designing a network by a user.</p>']"
135,US10171325B2,"Minimum delay value calculating device, information transmitting device, minimum delay value calculating method, and program storage medium",utility,"['<p id=""p-0032"" num=""0033"">The present invention enables appropriate detection of propagation delay or the like (minimum delay value) in order to appropriately control a transmission rate of information in information communications.</p>']"
136,US10171348B2,"Communication control device, communication control system, communication control method, and communication control program that selects a function to be used from failure recovery functions superposed by layer",utility,"['<p id=""p-0025"" num=""0024"">According to the present invention, it is possible to select a function to be used from failure recovery functions superposed to each layer, such as communication failure recovery functions, in an integrated network control environment.</p>']"
137,US10171354B2,"Communication processing system, communication processing apparatus, communication processing method, and storage medium",utility,"['<p id=""p-0027"" num=""0026"">According to the present invention, a network can be constructed which can separate a communication route used for a certain communication, from communication routes used for other communications, when a delay has occurred in at least a part of communication route among the plurality of communication routes in the network. Consequently, the present invention can construct communication routes not susceptible to delays occurring on a part of the communication routes.</p>']"
138,US10171366B2,Communication device and control method of communication device,utility,"['<p id=""p-0016"" num=""0015"">The communication device and the control method of a communication device according to the present invention enable retransmission control to be performed without imposing heavy load on a transmitter/receiver device and a network.</p>']"
139,US10171546B2,"Content reproduction apparatus, control information providing server, and content reproduction system",utility,"['<p id=""p-0025"" num=""0024"">According to the present invention described above, it is possible to provide a content reproduction apparatus, a control information providing server, and a content reproduction system capable of reproducing a plurality of linked streams.</p>']"
140,US10171570B2,Information processing apparatus,utility,"['<p id=""p-0024"" num=""0023"">The present invention is configured as described above, and can improve the throughput of the processing performed on the data unit.</p>']"
141,US10171613B2,"Client device, server, recording medium and information processing method",utility,"['<p id=""p-0012"" num=""0011"">According to the present disclosure, as described above, it is possible to further accelerate output of content in a mobile environment.</p>', '<p id=""p-0013"" num=""0012"">Note that the effects described above are not necessarily limited, and along with or instead of the effects, any effect that is desired to be introduced in the present specification or other effects that can be expected from the present specification may be exhibited.</p>']"
142,US10171617B2,Communication system that support review of usage details for a communication service,utility,"['<p id=""p-0014"" num=""0013"">According to the present disclosure as described above, it is possible to support the reviewing of usage details for a communication service after the relevant communication service ends.</p>']"
143,US10171728B2,"Image processing device, photographing control method, and program",utility,"['<p id=""p-0020"" num=""0019"">According to an embodiment of the present technology, it is possible to obtain a higher-quality image.</p>']"
144,US10171732B2,"Image processing apparatus, image pickup apparatus, image processing method, and non-transitory computer-readable storage medium for generating an image based on plurality of parallax images",utility,"['<p id=""p-0012"" num=""0011"">According to the present invention, an image processing apparatus, an image pickup apparatus, an image processing method, a program, and a storage medium that improve a quality of a captured image can be provided.</p>']"
145,US10171736B2,Control an imaging mode of an imaging device based on posture information of the imaging device,utility,"['<p id=""p-0014"" num=""0013"">According to the present technology, the mode relating to imaging of an imaging apparatus is controlled according to posture determination information indicating at least posture of the imaging apparatus in a separation state between a fixation state in which the imaging apparatus and an information processing apparatus are fixed to each other and the separation state in which the imaging apparatus is separated from the information processing apparatus. Therefore, because the mode is set according to the posture determination information indicating at least the posture of the imaging apparatus in the separation state without troublesome operation for setting a mode being performed at the imaging apparatus or the information processing apparatus, the mode relating to imaging can be easily set. It should be noted that the advantageous effects described in the present specification are described merely as examples and not by way of limitation, and may include additional advantageous effects.</p>']"
146,US10171750B2,"Solid-state image sensor, imaging control method, signal processing method, and electronic apparatus",utility,"['<p id=""p-0048"" num=""0047"">In accordance with the first to third aspect of the present technology, it is possible to suppress the deterioration of image quality, which is caused by the difference of sensitivity between pixels.</p>']"
147,US10171757B2,"Image capturing device, image capturing method, coded infrared cut filter, and coded particular color cut filter",utility,"['<p id=""p-0025"" num=""0030"">According to the present invention, image processing of a visible light region and a near infrared region can be performed by, while utilizing a configuration of a general image capturing device, only adding a simple configuration thereto.</p>']"
148,US10171761B2,Solid-state imaging device and electronic device,utility,"['<p id=""p-0018"" num=""0017"">According to an aspect of the present technology, the voltage of an AD conversion circuit can be reduced.</p>']"
149,US10171770B2,"Image playback device, display device, and transmission device",utility,"['<p id=""p-0009"" num=""0008"">According to the present invention, display video can be generated with high image quality while taking into account the capacity of a transmission line between a transmission device transmitting video data and a display device causing a display unit to display video. The above and other problems, configurations and advantageous effects will be more apparent from a consideration of the subsequent description of embodiments.</p>']"
150,US10171787B2,"Reproduction device, reproduction method, and recording medium for displaying graphics having appropriate brightness",utility,"['<p id=""p-0026"" num=""0025"">According to the present technology, graphics having an appropriate brightness can be displayed on a video with a wide dynamic range of brightness.</p>']"
151,US10171800B2,"Input/output device, input/output program, and input/output method that provide visual recognition of object to add a sense of distance",utility,"['<p id=""p-0052"" num=""0051"">The present invention can provide an I/O device, an I/O program, and an I/O method that can add a sense of distance from the position of visually recognizing eyes to a stereoscopic image that is a virtual image, through an object that is a real image and provide visual recognition as if the stereoscopic image were associated with the object.</p>']"
152,US10171823B2,Image decoding device and image coding device,utility,"['<p id=""p-0028"" num=""0026"">The image decoding device (image coding device) according to the present invention includes the parameter set decoding section (coding section) that decodes a parameter set and a predicted image generation section that generates a predicted image through inter-layer prediction with reference to decoded pixels of a reference layer picture. The parameter set decoding section (coding section) decodes (codes) a scaled reference layer offset syntax in a chroma pixel unit. The predicted image generation section derives a scaled reference layer offset by a product of a value of the scaled reference layer offset syntax and the luminance chroma size ratio of the target layer, calculates a scale based on the scaled reference layer offset, derives a correspondence reference position with reference to the scale, and performs the inter-layer prediction.</p>', '<p id=""p-0029"" num=""0027"">Accordingly, in a case in which the color format of the target picture is 4:2:0 or 4:2:2, the value of the reference layer offset syntax can be decoded (coded) with a code with a less code amount than in a case in which the reference layer offset syntax is decoded in the luminance pixel unit. Further, in a case in which the color format of the reference picture is 4:4:4, the reference layer offset syntax can be decoded (coded) with higher precision, that is, with luminance one-pixel precision, more than in a case in which the reference layer offset syntax is decoded in a luminance two-pixel unit.</p>']"
153,US10171854B2,"Content supply device, content supply method, program, terminal device, and content supply system",utility,"['<p id=""p-0041"" num=""0040"">According to the first to third aspects of the present disclosure, it is possible to implement rapid zapping between channels.</p>']"
154,US10172012B2,Apparatus and method that notify frequency usage control systems with discovery signal,utility,"['<p id=""p-0014"" num=""0014"">As described above, according to an embodiment of the present disclosure, information can be smoothly exchanged between a plurality of wireless systems. Note that the effects described above are not necessarily limited, and along with or instead of the effects, any effect that is desired to be introduced in the present specification or other effects that can be expected from the present specification may be exhibited.</p>']"
155,US10172039B2,"Node, master device, and communication control system, method, and program",utility,"['<p id=""p-0018"" num=""0017"">According to the present invention, a band for communication of high-priority data transmitted from a node participating in a multihop communication network is preferentially secured.</p>']"
156,US10172040B2,Apparatus for routing traffic in a plurality of cell groups each including two or more cells,utility,"['<p id=""p-0014"" num=""0012"">According to the present disclosure as described above, it is possible to reduce the load on the controller configured to perform centralized control of a network. Note that the effects described above are not necessarily limitative. With or in the place of the above effects, there may be achieved any one of the effects described in this specification or other effects that may be grasped from this specification.</p>']"
157,US10172080B2,"Information processing device, information processing system, and information processing method",utility,"['<p id=""p-0025"" num=""0024"">According to the present technology, an excellent effect that appropriate control can be performed when communication is performed between a plurality of information processing devices can be obtained. The effect described herein is not necessarily limited, and any effect described in the present disclosure may be included.</p>']"
158,US10172083B2,"Radio communication system, radio station, radio terminal, communication control method, and non-transitory computer readable medium",utility,"['<p id=""p-0025"" num=""0027"">According to the above-described aspects, it is possible to provide a radio communication system, a radio station, a radio terminal (UE), a communication control method, and a program which are contribute to reduction in wasteful power consumption of a radio terminal (UE) in carrier aggregation of a plurality of cells served by different radio stations.</p>']"
159,US10172125B2,"Terminal device, base station device, communication method, and integrated circuit",utility,"['<p id=""p-0017"" num=""0016"">According to the present invention, it is possible to improve transmission efficiency in a wireless communication system in which a base station device and a terminal device communicate with each other.</p>']"
160,US10172148B2,"Communication terminal, communication method, storage medium on which communication program is stored, and communication system",utility,"['<p id=""p-0036"" num=""0036"">The present invention is able to satisfactorily suppress increase in data collision count even when a number of communication terminals connected to a communication network increases.</p>']"
161,US10172179B2,Method and apparatus for reconfiguring a bearer,utility,"['<p id=""p-0053"" num=""0052"">It is an aim of certain embodiments of the present invention to improve the efficiency of data retransmission when reconfiguring a split bearer as a non-split bearer. Certain embodiments relate specifically to retransmission of data from the UE to the network. Certain embodiments of the present invention are specifically concerned with the case that a split bearer is reconfigured to a non-split bearer while keeping the same PDCP entity in the network. In this case the part of the user plane stack in the SeNB is terminated and transmissions on-going in that part may be lost. Certain embodiments of the invention are concerned specifically with bearers configured for reliable transport, for instance using RLC-Acknowledged Mode. In RLC-Acknowledged Mode the transmitter sends PDUs and stores the PDUs in a retransmission buffer until an acknowledgement of receipt is received. The transmitter regularly polls the receiver to return a status PDU listing the received PDUs. The transmitter may then delete the received PDUs from the buffer and re-transmit the remaining PDUs.</p>']"
